tok	miss	routed	M	coldGate	totGate	margin	coldW
485	60	320	1	-212.85938	-1187.1416	1.125	7.394282
486	68	320	1	-241.50977	-1180.0625	0.578125	8.157163
487	41	320	1	-157.4668	-1252.7109	5.296875	4.864401
488	38	320	1	-135.10156	-1205.7344	4.140625	4.706987
489	42	320	1	-139.9209	-1078.5732	1.578125	4.5328927
490	46	320	1	-158.53125	-1124.127	11.5703125	5.6567326
491	42	320	1	-164.86523	-1284.8604	6.09375	4.9506793
492	74	320	1	-290.5244	-1318.9717	9.8046875	9.761514
493	57	320	1	-217.7002	-1252.7129	1.1875	7.41855
494	724	5440	17	0.0	0.0	2.578125	0.0
496	61	320	1	-213.9961	-1218.998	7.359375	8.401518
497	32	320	1	-115.96582	-1253.3447	4.96875	4.1368027
498	30	320	1	-110.5332	-1256.1738	10.0234375	3.43582
499	19	320	1	-67.146484	-1126.1509	10.4375	1.8736826
500	39	320	1	-152.65234	-1239.6943	2.71875	4.262409
501	56	320	1	-190.61426	-1196.7744	2.1875	8.009215
502	43	320	1	-140.49316	-1150.9922	7.390625	6.1603127
503	36	320	1	-120.86133	-1170.1055	4.796875	4.68876
504	54	320	1	-193.89355	-1211.4033	4.203125	6.9688063
505	35	320	1	-122.1582	-1214.5713	5.828125	4.7975025
506	28	320	1	-96.600586	-1250.8057	7.40625	3.336803
507	21	320	1	-80.39453	-1140.2451	8.375	1.9264957
508	27	320	1	-109.697266	-1259.6787	0.9375	2.7194853
509	18	320	1	-69.021484	-1208.6367	1.703125	1.6826919
510	701	5440	17	0.0	0.0	1.0625	0.0
511	33	320	1	-131.10352	-1277.5254	7.6875	4.079156
512	52	320	1	-205.33594	-1254.8662	7.625	6.055846
513	39	320	1	-149.23828	-1272.4746	0.25	4.6812143
514	19	320	1	-69.987305	-1230.8809	0.046875	2.1472054
515	40	320	1	-151.21094	-1284.459	3.8125	5.4266925
516	37	320	1	-133.46973	-1207.8408	0.46875	4.2309427
517	34	320	1	-124.52246	-1222.2393	2.765625	4.278937
518	47	320	1	-179.9668	-1243.3613	1.015625	5.9244275
519	55	320	1	-205.66992	-1243.3066	0.71875	7.2560167
520	33	320	1	-116.274414	-1239.208	4.546875	4.316246
521	23	320	1	-84.2793	-1221.2793	1.28125	2.5656786
522	51	320	1	-190.9414	-1220.418	4.90625	6.2447376
523	55	320	1	-207.59961	-1194.1914	0.3125	6.4183855
524	51	320	1	-188.09961	-1191.1299	2.453125	6.252482
525	38	320	1	-142.73633	-1206.4746	1.28125	4.249837
526	36	320	1	-138.22852	-1218.0176	1.796875	3.740396
527	29	320	1	-108.9375	-1223.9824	0.4375	3.3129249
528	52	320	1	-201.61914	-1262.6904	2.046875	5.89295
529	32	320	1	-124.67969	-1248.1611	9.65625	3.7924836
530	26	320	1	-109.46289	-1256.5967	9.0390625	3.1217399
531	43	320	1	-177.01758	-1278.8262	7.71875	4.5572
532	788	5440	17	0.0	0.0	9.703125	0.0
535	35	320	1	-137.63672	-1264.5996	8.15625	3.6758525
536	26	320	1	-99.38867	-1259.7441	4.65625	3.0325549
537	102	320	1	-372.16406	-1203.0996	8.0	13.080713
538	85	320	1	-304.8916	-1214.2041	0.984375	11.221685
539	54	320	1	-206.52441	-1249.9111	0.1875	6.3438907
540	66	320	1	-243.63477	-1225.0859	0.296875	7.9063954
541	45	320	1	-163.63574	-1221.8154	2.796875	6.2783594
542	82	320	1	-313.8828	-1207.0703	1.8125	9.197198
543	69	320	1	-250.73633	-1215.4375	6.296875	8.4313135
544	50	320	1	-184.58887	-1247.1787	9.578125	6.4172554
545	45	320	1	-172.15625	-1220.9258	0.53125	5.3529396
546	97	320	1	-357.74902	-1201.3389	4.859375	12.168043
547	115	320	1	-404.4165	-1168.7017	3.859375	14.773537
548	82	320	1	-296.0332	-1213.7314	1.125	10.903706
549	62	320	1	-232.86328	-1197.7402	0.84375	7.732652
550	113	320	1	-383.1582	-1162.8477	1.65625	15.9257765
551	101	320	1	-362.4375	-1204.4609	0.296875	13.601559
552	116	320	1	-430.78613	-1229.3721	2.265625	14.308386
553	100	320	1	-362.30176	-1190.8838	3.234375	13.001692
554	87	320	1	-332.73828	-1285.0391	0.65625	11.466925
555	86	320	1	-334.17188	-1257.9336	1.046875	10.189609
556	41	320	1	-147.98242	-1166.5723	10.1875	4.8536673
557	13	320	1	-51.152344	-1152.2588	2.46875	1.385033
558	99	320	1	-347.17285	-1212.7842	5.1875	14.760782
559	754	5440	17	0.0	0.0	0.59375	0.0
560	81	320	1	-286.3086	-1189.8408	8.34375	10.005902
561	109	320	1	-369.75195	-1226.2822	1.5625	16.59831
562	106	320	1	-380.42578	-1279.9814	3.71875	17.856653
563	80	320	1	-305.42188	-1312.3555	8.421875	10.503345
564	52	320	1	-193.5459	-1260.2959	1.484375	6.356312
565	110	320	1	-389.1953	-1227.6113	0.3125	16.559462
566	76	320	1	-274.18164	-1234.6299	5.75	11.034052
567	48	320	1	-179.46875	-1209.4287	5.28125	5.987183
568	103	320	1	-342.5713	-1141.9639	0.21875	14.49312
569	88	320	1	-308.49023	-1203.8711	4.15625	11.725778
570	125	320	1	-469.26074	-1278.9004	1.65625	18.915104
571	105	320	1	-394.11523	-1261.5117	6.09375	13.853496
572	73	320	1	-279.1455	-1297.1514	0.5625	9.723299
573	83	320	1	-313.8789	-1268.7246	1.484375	10.774995
574	126	320	1	-443.78125	-1219.8555	2.78125	18.726332
575	76	320	1	-285.99414	-1281.4141	3.546875	10.507271
576	57	320	1	-207.35547	-1201.1348	3.234375	6.6529384
577	28	320	1	-88.25293	-1085.8525	11.625	3.254093
578	16	320	1	-61.76758	-1215.959	2.59375	1.7960367
579	20	320	1	-72.8291	-1213.5645	7.640625	1.8424951
580	57	320	1	-217.50586	-1304.9766	6.484375	7.713918
581	40	320	1	-145.47754	-1253.7764	1.890625	5.1951795
582	45	320	1	-161.1416	-1223.1074	0.078125	5.8866277
583	42	320	1	-160.71289	-1244.3203	10.328125	4.865192
584	30	320	1	-113.79297	-1141.794	6.234375	2.9469156
585	56	320	1	-210.94922	-1252.7109	10.53125	6.9921026
586	61	320	1	-198.04785	-1061.1631	5.21875	8.659357
587	113	320	1	-383.45215	-1153.5942	7.9140625	16.15008
588	93	320	1	-330.1338	-1118.1504	6.671875	11.624235
589	102	320	1	-355.7793	-1172.8145	6.34375	13.945837
590	157	320	1	-545.1738	-1153.8105	4.71875	20.165308
591	123	320	1	-430.6709	-1162.1104	3.28125	15.91535
592	148	320	1	-503.1709	-1128.8115	1.4453125	19.129719
593	161	320	1	-571.26465	-1169.8809	0.0625	21.317408
594	141	320	1	-481.02734	-1169.2871	4.359375	19.693138
595	116	320	1	-385.12305	-1128.0498	0.171875	16.051996
596	86	320	1	-313.54102	-1161.0664	1.015625	10.82585
597	126	320	1	-436.78125	-1146.7109	1.453125	16.481667
598	119	320	1	-409.6162	-1154.5728	1.0625	15.753313
599	81	320	1	-298.7129	-1217.5898	0.359375	9.613899
600	103	320	1	-363.91895	-1202.8594	5.140625	13.675924
601	66	320	1	-236.18555	-1156.7793	1.015625	8.77804
602	77	320	1	-285.6709	-1237.7773	1.03125	10.836276
603	102	320	1	-371.25195	-1212.3164	2.34375	13.733057
604	1317	4480	14	0.0	0.0	3.203125	0.0
606	74	320	1	-274.77344	-1253.5654	2.765625	9.516261
607	82	320	1	-300.13477	-1264.1113	5.171875	11.386408
608	60	320	1	-225.58008	-1178.3535	4.1875	7.385064
609	596	2560	8	0.0	0.0	0.375	0.0
610	31	320	1	-107.32617	-1180.4531	1.90625	4.3250875
611	33	320	1	-112.75195	-1144.4268	8.0390625	3.8590605
612	28	320	1	-112.91406	-1286.5576	0.109375	3.661076
613	111	320	1	-367.04883	-1121.7051	4.921875	14.712402
614	92	320	1	-335.16602	-1196.5391	1.078125	12.027953
615	92	320	1	-332.19922	-1225.4648	3.0	11.602996
616	100	320	1	-350.6184	-1160.0725	2.359375	12.843835
617	67	320	1	-240.94629	-1166.7754	3.28125	7.924763
618	71	320	1	-254.14746	-1258.4209	0.296875	10.604764
619	68	320	1	-247.80664	-1233.459	0.453125	8.436126
620	46	320	1	-163.0459	-1221.6377	0.34375	5.561465
621	35	320	1	-126.865234	-1134.3857	7.5234375	3.735292
622	36	320	1	-142.8086	-1305.8535	4.203125	4.7323675
623	62	320	1	-218.61719	-1128.4307	4.53125	8.308901
624	1737	5440	17	0.0	0.0	5.15625	0.0
631	113	320	1	-397.09863	-1148.1162	2.59375	14.5397415
632	76	320	1	-272.26172	-1109.707	4.65625	8.590553
633	87	320	1	-312.26855	-1185.2686	0.71875	11.906799
634	1298	5440	17	0.0	0.0	1.34375	0.0
635	1206	5440	17	0.0	0.0	1.359375	0.0
636	141	320	1	-507.05664	-1175.2754	0.765625	18.624594
637	90	320	1	-323.00586	-1186.3828	4.625	11.197084
638	86	320	1	-316.2168	-1206.5361	3.109375	11.7144575
639	581	2240	7	0.0	0.0	1.59375	0.0
641	1497	6720	21	0.0	0.0	3.703125	0.0
643	1073	4480	14	0.0	0.0	2.84375	0.0
647	1002	5440	17	0.0	0.0	3.421875	0.0
650	104	320	1	-347.94336	-1146.9434	5.171875	13.859722
651	74	320	1	-281.98828	-1251.852	0.125	9.438896
652	100	320	1	-352.24414	-1183.6094	3.703125	14.119423
653	107	320	1	-364.6455	-1170.9951	2.171875	14.695881
654	59	320	1	-199.26074	-1165.8291	2.46875	7.6349435
655	67	320	1	-244.45703	-1262.3379	0.9375	9.79057
656	57	320	1	-210.91797	-1243.4785	1.09375	6.9278235
657	689	5440	17	0.0	0.0	3.328125	0.0
668	848	8000	25	0.0	0.0	7.265625	0.0
670	39	320	1	-147.22266	-1190.4297	1.484375	4.1029654
671	36	320	1	-136.00781	-1169.3242	0.84375	3.401726
672	43	320	1	-162.5752	-1192.9917	0.734375	5.136978
673	56	320	1	-206.0498	-1222.8369	1.40625	6.9656653
674	42	320	1	-146.8711	-1138.9849	0.453125	4.446728
675	51	320	1	-197.29297	-1240.4277	1.5625	5.706621
676	50	320	1	-196.5459	-1242.665	3.5625	5.2322407
677	70	320	1	-257.07324	-1211.2075	4.453125	8.832752
678	63	320	1	-249.1289	-1298.6982	5.96875	7.2477303
679	93	320	1	-337.4453	-1208.5283	4.796875	11.6936865
680	35	320	1	-138.38672	-1254.2783	8.0078125	3.5732498
681	18	320	1	-69.37305	-1207.0352	3.703125	1.6867498
682	59	320	1	-237.22266	-1248.4512	5.828125	5.9523244
683	99	320	1	-379.62793	-1246.6611	3.71875	11.720775
684	118	320	1	-454.97754	-1248.6025	0.40625	14.011089
685	101	320	1	-365.52344	-1215.7705	3.734375	14.4392185
