tok	miss	routed	M	coldGate	totGate	margin	coldW
48	44	320	1	-161.61328	-1257.8574	4.671875	5.7530518
49	41	320	1	-145.89209	-1265.7222	3.828125	5.299057
50	30	320	1	-119.615234	-1313.752	9.8125	3.7631106
51	35	320	1	-131.41895	-1310.4502	5.578125	5.0350127
52	47	320	1	-181.18457	-1224.3477	12.265625	5.7407384
53	1030	5440	17	0.0	0.0	5.90625	0.0
54	44	320	1	-157.33301	-1257.4658	4.125	5.650113
55	62	320	1	-244.63477	-1297.3379	8.65625	8.52885
56	41	320	1	-154.65723	-1277.6543	4.0	5.3687363
57	57	320	1	-225.17188	-1299.2969	10.0625	7.1244674
58	45	320	1	-180.20898	-1244.6523	1.21875	5.3100147
59	43	320	1	-148.79785	-1159.4004	12.53125	5.206277
60	62	320	1	-236.11816	-1219.6416	16.421875	7.349292
61	1223	5440	17	0.0	0.0	14.484375	0.0
63	35	320	1	-130.85156	-1208.8145	0.765625	4.3322716
64	73	320	1	-254.97559	-1203.9541	1.40625	10.434818
65	48	320	1	-181.53809	-1258.3086	0.640625	5.501375
66	44	320	1	-168.95117	-1236.3008	8.671875	5.4636436
67	27	320	1	-100.93945	-1211.6562	2.515625	2.8866804
68	64	320	1	-242.75977	-1243.4434	4.421875	8.982892
69	58	320	1	-211.0332	-1237.7402	9.078125	7.567654
70	95	320	1	-328.03516	-1173.3086	0.390625	13.050697
71	84	320	1	-300.2422	-1196.0713	1.421875	11.709273
72	77	320	1	-274.36914	-1176.7627	5.984375	10.065493
73	44	320	1	-152.24023	-1182.9375	12.53125	5.6811204
74	33	320	1	-122.13867	-1218.5337	0.09375	3.382518
75	46	320	1	-169.58789	-1231.4688	3.109375	5.717184
76	34	320	1	-124.07422	-1227.9141	10.4375	4.079108
77	42	320	1	-155.60059	-1196.8564	5.75	4.6033263
78	49	320	1	-176.75781	-1202.9473	0.28125	6.445075
79	42	320	1	-158.39258	-1228.9473	2.078125	5.286896
80	32	320	1	-122.078125	-1245.3535	1.15625	3.9736257
81	62	320	1	-221.6543	-1199.415	0.34375	7.7952776
82	53	320	1	-181.08203	-1185.3184	5.34375	7.819658
83	36	320	1	-142.02539	-1254.6094	1.84375	4.1245685
84	49	320	1	-180.94629	-1231.0498	4.515625	5.893613
85	36	320	1	-132.32812	-1197.4932	6.140625	4.3999443
86	35	320	1	-140.95117	-1227.8721	0.15625	3.7481337
87	27	320	1	-101.76367	-1220.4629	10.734375	3.187079
88	21	320	1	-73.90137	-1192.7451	0.328125	2.3968506
89	25	320	1	-93.98633	-1233.2422	0.078125	3.1777956
90	33	320	1	-117.95215	-1189.9541	1.59375	3.8150058
91	24	320	1	-92.60156	-1239.168	7.859375	3.072544
92	39	320	1	-143.7666	-1237.1357	10.71875	4.509657
93	44	320	1	-155.98438	-1202.3496	2.328125	5.385752
94	33	320	1	-134.9414	-1218.6523	1.140625	3.5278502
95	25	320	1	-95.84961	-1221.3027	11.546875	2.8614597
96	27	320	1	-93.668945	-1210.0352	2.203125	3.3854208
97	28	320	1	-106.11133	-1250.1113	1.875	3.5489042
98	51	320	1	-198.3291	-1229.4727	11.953125	5.9288282
99	59	320	1	-181.58203	-1001.54297	7.6875	6.710398
100	51	320	1	-174.33496	-1110.2422	13.9609375	6.6791115
101	40	320	1	-147.40234	-1195.208	5.5625	4.8458357
102	52	320	1	-186.86914	-1206.3457	10.40625	6.4365764
103	46	320	1	-175.96289	-1244.8184	0.0625	5.7648134
104	17	320	1	-65.97656	-1239.0586	3.390625	1.9178362
105	33	320	1	-113.41504	-1242.3662	10.9375	4.2965364
106	29	320	1	-106.80859	-1255.1953	8.5625	4.1768093
107	62	320	1	-239.95117	-1278.5957	10.078125	7.5734277
108	18	320	1	-62.305664	-1200.9463	13.890625	2.4396343
109	28	320	1	-99.634766	-1127.8262	10.59375	2.7899153
110	39	320	1	-146.57422	-1186.5312	8.765625	4.285384
111	741	5440	17	0.0	0.0	0.109375	0.0
113	54	320	1	-200.7998	-1260.999	4.2265625	8.001548
114	41	320	1	-152.66016	-1205.9805	8.453125	5.058907
115	37	320	1	-136.94336	-1202.6777	8.75	4.349022
116	22	320	1	-76.27637	-1184.8613	2.25	2.4178455
117	66	320	1	-230.46875	-1177.7539	0.75	9.371856
118	26	320	1	-90.26367	-1191.5352	2.796875	3.1333601
119	37	320	1	-134.19727	-1225.1729	8.171875	5.066431
120	30	320	1	-101.17676	-1181.4053	0.515625	3.7609441
121	26	320	1	-99.625	-1251.5938	11.546875	3.0886467
122	29	320	1	-98.57959	-1234.9497	11.0234375	3.482923
123	26	320	1	-89.299805	-1180.3408	0.796875	3.1848562
124	20	320	1	-72.13086	-1191.6514	1.390625	2.2851408
125	40	320	1	-140.26953	-1213.5488	0.59375	5.429296
126	25	320	1	-89.40332	-1204.542	0.75	3.1695755
127	28	320	1	-99.94531	-1195.1191	0.78125	3.6285431
128	25	320	1	-87.07422	-1206.6875	4.03125	3.953885
129	58	320	1	-202.62012	-1221.5752	3.734375	8.31652
130	46	320	1	-162.7832	-1215.375	5.6875	6.984909
131	79	320	1	-279.8545	-1188.9131	1.265625	11.248808
132	104	320	1	-359.07422	-1216.0977	1.3125	16.351824
133	23	320	1	-78.71484	-1196.9336	0.203125	2.7178109
134	48	320	1	-159.50879	-1177.6201	0.96875	6.566364
135	38	320	1	-136.63086	-1187.8008	2.9375	5.527836
136	46	320	1	-160.08398	-1197.3242	0.8125	6.4263353
137	32	320	1	-113.48047	-1201.7852	7.1875	4.1017423
138	47	320	1	-162.88477	-1170.5449	6.328125	6.296687
139	52	320	1	-170.73438	-1169.5049	1.0625	7.979888
140	36	320	1	-129.95703	-1217.668	3.9375	4.6568794
141	34	320	1	-121.396484	-1201.5161	0.953125	4.1683664
142	55	320	1	-194.32129	-1213.9229	0.453125	8.191898
143	29	320	1	-101.16016	-1263.9629	8.375	4.8115478
144	37	320	1	-132.31836	-1214.7129	3.453125	4.49432
145	49	320	1	-182.17969	-1257.7617	5.546875	6.6599717
146	73	320	1	-256.48438	-1186.4097	0.359375	9.987559
147	61	320	1	-217.25879	-1238.6338	12.40625	8.7571745
148	42	320	1	-148.90625	-1223.6797	0.234375	5.7097526
149	31	320	1	-123.08008	-1228.8389	0.046875	4.0057936
150	24	320	1	-92.67969	-1215.4844	7.625	2.908259
151	23	320	1	-79.09668	-1217.3037	4.3125	2.7881231
152	24	320	1	-89.166016	-1206.0371	2.546875	2.9075067
153	33	320	1	-124.49609	-1220.9961	0.140625	3.8184757
154	33	320	1	-121.54297	-1230.0371	0.15625	3.7490644
155	55	320	1	-182.12305	-1184.8799	1.640625	7.9977894
156	92	320	1	-302.04102	-1165.6709	1.796875	14.530763
157	109	320	1	-360.19043	-1180.1064	0.265625	15.717566
158	116	320	1	-397.26562	-1164.5303	1.609375	14.922073
159	120	320	1	-410.6709	-1176.8174	1.2421875	16.716095
160	257	640	2	0.0	0.0	0.8125	0.0
162	276	640	2	0.0	0.0	1.21875	0.0
164	288	640	2	0.0	0.0	2.609375	0.0
166	300	640	2	0.0	0.0	3.4375	0.0
168	313	640	2	0.0	0.0	3.703125	0.0
170	346	640	2	0.0	0.0	4.015625	0.0
172	344	640	2	0.0	0.0	4.484375	0.0
174	344	640	2	0.0	0.0	4.5	0.0
176	316	640	2	0.0	0.0	4.6875	0.0
178	334	640	2	0.0	0.0	5.0	0.0
180	346	640	2	0.0	0.0	4.6875	0.0
182	351	640	2	0.0	0.0	5.09375	0.0
184	329	640	2	0.0	0.0	5.234375	0.0
186	303	640	2	0.0	0.0	5.953125	0.0
188	344	640	2	0.0	0.0	5.453125	0.0
190	648	1280	4	0.0	0.0	5.8359375	0.0
194	1386	2560	8	0.0	0.0	5.8046875	0.0
202	2891	5120	16	0.0	0.0	5.8359375	0.0
218	4611	8000	25	0.0	0.0	6.2734375	0.0
243	4837	8000	25	0.0	0.0	7.203125	0.0
268	4899	8000	25	0.0	0.0	7.8984375	0.0
293	808	8000	25	0.0	0.0	4.90625	0.0
318	1111	8000	25	0.0	0.0	5.7421875	0.0
343	1261	8000	25	0.0	0.0	6.640625	0.0
368	1276	8000	25	0.0	0.0	7.421875	0.0
393	1446	8000	25	0.0	0.0	7.0859375	0.0
418	1469	8000	25	0.0	0.0	8.2890625	0.0
443	292	8000	25	0.0	0.0	8.21875	0.0
468	446	8000	25	0.0	0.0	8.65625	0.0
493	440	8000	25	0.0	0.0	7.3984375	0.0
518	345	8000	25	0.0	0.0	8.84375	0.0
543	427	8000	25	0.0	0.0	8.640625	0.0
568	433	8000	25	0.0	0.0	8.984375	0.0
593	303	8000	25	0.0	0.0	8.359375	0.0
618	209	8000	25	0.0	0.0	8.484375	0.0
643	222	8000	25	0.0	0.0	9.5546875	0.0
668	220	8000	25	0.0	0.0	9.5390625	0.0
693	258	8000	25	0.0	0.0	9.4609375	0.0
718	233	8000	25	0.0	0.0	9.4765625	0.0
743	126	8000	25	0.0	0.0	9.75	0.0
768	62	8000	25	0.0	0.0	9.1875	0.0
793	71	8000	25	0.0	0.0	9.8046875	0.0
818	82	8000	25	0.0	0.0	9.8671875	0.0
843	41	8000	25	0.0	0.0	9.984375	0.0
868	80	8000	25	0.0	0.0	10.109375	0.0
893	60	8000	25	0.0	0.0	9.9453125	0.0
918	55	8000	25	0.0	0.0	9.8125	0.0
943	176	8000	25	0.0	0.0	10.265625	0.0
968	104	8000	25	0.0	0.0	10.65625	0.0
993	143	8000	25	0.0	0.0	11.0546875	0.0
