tok	miss	routed	M	coldGate	totGate	margin
549	62	320	1	-232.86328	-1197.7402	0.84375
550	113	320	1	-383.1582	-1162.8477	1.65625
551	101	320	1	-362.4375	-1204.4609	0.296875
552	116	320	1	-430.78613	-1229.3721	2.265625
553	100	320	1	-362.30176	-1190.8838	3.234375
554	87	320	1	-332.73828	-1285.0391	0.65625
555	86	320	1	-334.17188	-1257.9336	1.046875
556	41	320	1	-147.98242	-1166.5723	10.1875
557	13	320	1	-51.152344	-1152.2588	2.46875
558	99	320	1	-347.17285	-1212.7842	5.1875
559	754	5440	17	0.0	0.0	0.59375
560	81	320	1	-286.3086	-1189.8408	8.34375
561	109	320	1	-369.75195	-1226.2822	1.5625
562	106	320	1	-380.42578	-1279.9814	3.71875
563	80	320	1	-305.42188	-1312.3555	8.421875
564	52	320	1	-193.5459	-1260.2959	1.484375
565	110	320	1	-389.1953	-1227.6113	0.3125
566	76	320	1	-274.18164	-1234.6299	5.75
567	48	320	1	-179.46875	-1209.4287	5.28125
568	103	320	1	-342.5713	-1141.9639	0.21875
569	88	320	1	-308.49023	-1203.8711	4.15625
570	125	320	1	-469.26074	-1278.9004	1.65625
571	105	320	1	-394.11523	-1261.5117	6.09375
572	73	320	1	-279.1455	-1297.1514	0.5625
573	83	320	1	-313.8789	-1268.7246	1.484375
574	126	320	1	-443.78125	-1219.8555	2.78125
575	76	320	1	-285.99414	-1281.4141	3.546875
576	57	320	1	-207.35547	-1201.1348	3.234375
577	28	320	1	-88.25293	-1085.8525	11.625
578	16	320	1	-61.76758	-1215.959	2.59375
579	20	320	1	-72.8291	-1213.5645	7.640625
580	57	320	1	-217.50586	-1304.9766	6.484375
581	40	320	1	-145.47754	-1253.7764	1.890625
582	45	320	1	-161.1416	-1223.1074	0.078125
583	42	320	1	-160.71289	-1244.3203	10.328125
584	30	320	1	-113.79297	-1141.794	6.234375
585	56	320	1	-210.94922	-1252.7109	10.53125
586	61	320	1	-198.04785	-1061.1631	5.21875
587	113	320	1	-383.45215	-1153.5942	7.9140625
588	93	320	1	-330.1338	-1118.1504	6.671875
589	102	320	1	-355.7793	-1172.8145	6.34375
590	157	320	1	-545.1738	-1153.8105	4.71875
591	123	320	1	-430.6709	-1162.1104	3.28125
592	148	320	1	-503.1709	-1128.8115	1.4453125
593	161	320	1	-571.26465	-1169.8809	0.0625
594	141	320	1	-481.02734	-1169.2871	4.359375
595	116	320	1	-385.12305	-1128.0498	0.171875
596	86	320	1	-313.54102	-1161.0664	1.015625
597	126	320	1	-436.78125	-1146.7109	1.453125
598	119	320	1	-409.6162	-1154.5728	1.0625
599	81	320	1	-298.7129	-1217.5898	0.359375
600	103	320	1	-363.91895	-1202.8594	5.140625
601	66	320	1	-236.18555	-1156.7793	1.015625
602	77	320	1	-285.6709	-1237.7773	1.03125
603	102	320	1	-371.25195	-1212.3164	2.34375
604	1317	4480	14	0.0	0.0	3.203125
606	74	320	1	-274.77344	-1253.5654	2.765625
607	82	320	1	-300.13477	-1264.1113	5.171875
608	60	320	1	-225.58008	-1178.3535	4.1875
609	596	2560	8	0.0	0.0	0.375
610	31	320	1	-107.32617	-1180.4531	1.90625
611	33	320	1	-112.75195	-1144.4268	8.0390625
612	28	320	1	-112.91406	-1286.5576	0.109375
613	111	320	1	-367.04883	-1121.7051	4.921875
614	92	320	1	-335.16602	-1196.5391	1.078125
615	92	320	1	-332.19922	-1225.4648	3.0
616	100	320	1	-350.6184	-1160.0725	2.359375
617	67	320	1	-240.94629	-1166.7754	3.28125
618	71	320	1	-254.14746	-1258.4209	0.296875
619	68	320	1	-247.80664	-1233.459	0.453125
620	46	320	1	-163.0459	-1221.6377	0.34375
621	35	320	1	-126.865234	-1134.3857	7.5234375
622	36	320	1	-142.8086	-1305.8535	4.203125
623	62	320	1	-218.61719	-1128.4307	4.53125
624	1737	5440	17	0.0	0.0	5.15625
631	113	320	1	-397.09863	-1148.1162	2.59375
632	76	320	1	-272.26172	-1109.707	4.65625
633	87	320	1	-312.26855	-1185.2686	0.71875
634	1298	5440	17	0.0	0.0	1.34375
635	1206	5440	17	0.0	0.0	1.359375
636	141	320	1	-507.05664	-1175.2754	0.765625
637	90	320	1	-323.00586	-1186.3828	4.625
638	86	320	1	-316.2168	-1206.5361	3.109375
639	581	2240	7	0.0	0.0	1.59375
641	1497	6720	21	0.0	0.0	3.703125
643	1073	4480	14	0.0	0.0	2.84375
647	1002	5440	17	0.0	0.0	3.421875
650	104	320	1	-347.94336	-1146.9434	5.171875
651	74	320	1	-281.98828	-1251.852	0.125
652	100	320	1	-352.24414	-1183.6094	3.703125
653	107	320	1	-364.6455	-1170.9951	2.171875
654	59	320	1	-199.26074	-1165.8291	2.46875
655	67	320	1	-244.45703	-1262.3379	0.9375
656	57	320	1	-210.91797	-1243.4785	1.09375
657	689	5440	17	0.0	0.0	3.328125
668	848	8000	25	0.0	0.0	7.265625
670	39	320	1	-147.22266	-1190.4297	1.484375
671	36	320	1	-136.00781	-1169.3242	0.84375
672	43	320	1	-162.5752	-1192.9917	0.734375
673	56	320	1	-206.0498	-1222.8369	1.40625
674	42	320	1	-146.8711	-1138.9849	0.453125
675	51	320	1	-197.29297	-1240.4277	1.5625
676	50	320	1	-196.5459	-1242.665	3.5625
677	70	320	1	-257.07324	-1211.2075	4.453125
678	63	320	1	-249.1289	-1298.6982	5.96875
679	93	320	1	-337.4453	-1208.5283	4.796875
680	35	320	1	-138.38672	-1254.2783	8.0078125
681	18	320	1	-69.37305	-1207.0352	3.703125
682	59	320	1	-237.22266	-1248.4512	5.828125
683	99	320	1	-379.62793	-1246.6611	3.71875
684	118	320	1	-454.97754	-1248.6025	0.40625
685	101	320	1	-365.52344	-1215.7705	3.734375
686	133	320	1	-475.54785	-1192.6045	5.09375
687	72	320	1	-265.6211	-1233.5693	4.4375
688	43	320	1	-167.79102	-1235.708	3.6875
689	68	320	1	-270.27148	-1238.123	1.578125
690	83	320	1	-319.35352	-1256.3916	3.5
691	60	320	1	-229.55078	-1224.3809	2.0
692	75	320	1	-293.89844	-1227.085	0.15625
693	73	320	1	-273.0703	-1187.3799	1.4375
694	96	320	1	-331.99512	-1173.5684	5.65625
695	65	320	1	-256.3086	-1242.4492	3.71875
696	35	320	1	-129.5039	-1209.498	6.8984375
697	80	320	1	-317.5586	-1293.9844	3.421875
698	73	320	1	-290.04004	-1310.4355	5.4375
699	109	320	1	-433.53906	-1292.4863	5.9375
700	1202	5440	17	0.0	0.0	5.625
702	75	320	1	-275.6953	-1225.8418	6.78125
703	54	320	1	-214.97656	-1260.2852	4.578125
704	89	320	1	-366.48242	-1281.0508	4.546875
705	39	320	1	-152.90039	-1312.9609	2.984375
706	64	320	1	-247.7832	-1273.3652	1.7109375
707	64	320	1	-244.37305	-1274.9043	4.7265625
708	1364	5440	17	0.0	0.0	4.125
712	104	320	1	-403.54297	-1275.6543	5.5625
713	115	320	1	-442.4453	-1263.041	1.28125
714	118	320	1	-419.09766	-1206.54	2.734375
715	96	320	1	-369.26172	-1271.0391	7.921875
716	144	320	1	-534.041	-1221.4424	4.9375
717	79	320	1	-305.1494	-1280.9951	5.515625
718	55	320	1	-227.95898	-1304.7393	4.578125
719	97	320	1	-402.99414	-1319.4766	6.109375
720	1516	5120	16	0.0	0.0	2.734375
725	110	320	1	-441.0703	-1306.8828	4.046875
726	117	320	1	-468.1621	-1308.5078	2.546875
727	125	320	1	-459.9043	-1247.4531	3.203125
728	98	320	1	-347.91602	-1141.6162	5.375
729	123	320	1	-464.12793	-1244.4268	0.203125
730	127	320	1	-501.19043	-1287.1582	5.4375
731	115	320	1	-441.21484	-1270.793	5.703125
732	64	320	1	-247.02051	-1285.915	0.015625
733	33	320	1	-115.052246	-1170.896	4.21875
734	31	320	1	-122.59961	-1222.8564	6.890625
735	20	320	1	-81.984375	-1286.9961	6.015625
736	37	320	1	-148.18945	-1230.2451	7.8984375
737	76	320	1	-306.5957	-1301.8086	3.796875
738	70	320	1	-289.54102	-1335.9248	4.953125
739	1245	5440	17	0.0	0.0	5.765625
742	2043	8000	25	0.0	0.0	9.0703125
745	82	320	1	-315.29102	-1219.2891	7.4140625
746	86	320	1	-350.5039	-1291.169	7.3671875
747	93	320	1	-369.16602	-1305.5703	5.734375
748	111	320	1	-439.1123	-1289.5244	3.15625
749	117	320	1	-449.66016	-1241.4131	5.8828125
750	93	320	1	-354.39062	-1255.1436	3.640625
751	72	320	1	-291.85742	-1255.7861	5.984375
752	90	320	1	-361.45508	-1227.8105	4.78125
753	99	320	1	-362.06445	-1186.1523	4.6875
754	101	320	1	-412.45703	-1312.6816	5.9375
755	120	320	1	-466.86328	-1265.8623	1.828125
756	116	320	1	-411.23633	-1170.6328	3.734375
757	132	320	1	-512.3877	-1243.8037	6.734375
758	144	320	1	-520.1582	-1184.0571	2.0625
759	78	320	1	-314.4746	-1254.8594	6.4609375
760	74	320	1	-313.49414	-1331.7578	6.1875
761	87	320	1	-331.50586	-1242.3242	7.8125
762	119	320	1	-434.06836	-1210.8232	8.6875
763	86	320	1	-335.4297	-1298.0332	6.6328125
764	108	320	1	-402.45703	-1234.6543	7.421875
765	121	320	1	-453.71582	-1252.5166	3.234375
766	103	320	1	-379.99805	-1237.4541	7.6171875
767	116	320	1	-440.7578	-1262.876	2.203125
768	86	320	1	-325.2744	-1249.4229	7.3828125
769	1348	5440	17	0.0	0.0	5.796875
770	119	320	1	-477.83984	-1281.9014	5.953125
771	116	320	1	-444.0918	-1253.6914	7.7109375
772	118	320	1	-490.10352	-1338.1699	7.8359375
773	129	320	1	-524.6738	-1302.2031	5.2421875
774	100	320	1	-410.89062	-1309.8018	0.46875
775	108	320	1	-433.54492	-1283.2666	7.3515625
776	106	320	1	-416.74707	-1289.6826	4.921875
777	83	320	1	-334.6953	-1271.6855	7.296875
778	74	320	1	-305.57812	-1273.5273	5.59375
779	87	320	1	-356.0664	-1269.1504	7.5
780	80	320	1	-319.36523	-1266.8643	5.375
781	65	320	1	-264.03516	-1305.8516	5.9375
782	115	320	1	-426.64746	-1236.4697	6.921875
783	67	320	1	-257.03906	-1233.126	6.609375
784	51	320	1	-215.8418	-1328.1729	5.421875
785	59	320	1	-244.66211	-1284.5459	5.140625
786	62	320	1	-262.82617	-1330.2246	6.34375
787	68	320	1	-281.3203	-1278.1279	5.671875
788	58	320	1	-233.36914	-1295.1377	7.53125
789	94	320	1	-390.09766	-1335.0547	6.3515625
790	98	320	1	-401.17383	-1319.5791	5.921875
791	93	320	1	-392.45898	-1370.707	5.109375
792	57	320	1	-229.93164	-1311.3105	8.1875
793	108	320	1	-451.29883	-1358.6465	1.296875
794	94	320	1	-386.13477	-1323.124	1.234375
795	74	320	1	-301.78516	-1315.9482	4.390625
796	107	320	1	-432.29688	-1319.8281	1.515625
797	75	320	1	-313.38867	-1325.8467	5.328125
798	61	320	1	-243.23047	-1270.875	5.203125
799	22	320	1	-91.052734	-1285.2002	4.8125
800	36	320	1	-144.39648	-1248.9658	6.796875
801	40	320	1	-165.53125	-1327.8613	5.53125
802	54	320	1	-224.92969	-1282.7578	3.015625
803	28	320	1	-108.33008	-1270.625	7.9296875
804	97	320	1	-346.3418	-1243.7754	9.171875
805	56	320	1	-224.25781	-1283.582	2.640625
806	48	320	1	-189.20801	-1305.9434	7.4609375
807	60	320	1	-250.13672	-1339.0391	6.46875
808	67	320	1	-275.75195	-1331.1152	8.265625
809	46	320	1	-192.55469	-1332.6992	5.796875
810	670	5440	17	0.0	0.0	6.6875
811	55	320	1	-224.91797	-1337.6055	8.34375
812	85	320	1	-355.3789	-1363.5332	6.390625
813	70	320	1	-243.625	-1206.7109	7.921875
814	711	5440	17	0.0	0.0	4.21875
815	46	320	1	-189.82422	-1321.5596	7.5546875
816	110	320	1	-439.14844	-1343.0605	6.328125
817	59	320	1	-248.99219	-1342.8154	5.484375
818	69	320	1	-288.94336	-1349.8018	7.984375
819	837	5120	16	0.0	0.0	6.6640625
821	38	320	1	-154.95703	-1294.4512	6.859375
822	31	320	1	-129.0918	-1293.3076	5.8125
823	32	320	1	-133.66211	-1324.7266	7.984375
824	36	320	1	-145.17773	-1315.543	7.8203125
825	51	320	1	-210.2461	-1339.2656	8.1328125
826	52	320	1	-214.72852	-1336.2656	8.234375
827	111	320	1	-381.4463	-1196.54	7.546875
828	50	320	1	-202.97461	-1313.5703	2.6875
829	15	320	1	-50.410156	-1186.1279	4.453125
830	16	320	1	-62.257812	-1241.1982	5.609375
831	18	320	1	-72.9707	-1318.3027	2.390625
832	39	320	1	-156.16406	-1307.9512	1.703125
833	50	320	1	-179.50684	-1241.9102	1.046875
834	11	320	1	-42.734375	-1241.2188	4.5625
835	8	320	1	-32.19336	-1286.4902	4.359375
836	32	320	1	-121.3457	-1309.0547	6.5234375
837	33	320	1	-123.990234	-1275.0654	6.8203125
838	25	320	1	-101.54883	-1290.2598	5.65625
839	31	320	1	-119.728516	-1296.1992	7.328125
840	45	320	1	-185.24414	-1326.4453	5.375
841	47	320	1	-187.85547	-1310.9609	6.78125
842	51	320	1	-209.48828	-1311.4375	6.671875
843	90	320	1	-346.90527	-1251.0293	9.1484375
844	45	320	1	-178.42578	-1277.0586	5.40625
845	385	5440	17	0.0	0.0	7.65625
847	24	320	1	-100.67969	-1305.7539	6.5625
848	29	320	1	-117.921875	-1310.8838	6.703125
849	31	320	1	-129.95508	-1327.6357	7.0859375
850	19	320	1	-76.634766	-1250.0986	7.78125
851	23	320	1	-94.78516	-1309.2363	7.2890625
852	20	320	1	-68.3291	-1133.1719	3.25
853	684	5440	17	0.0	0.0	8.7578125
855	730	8000	25	0.0	0.0	6.03125
859	94	320	1	-322.09668	-1173.2295	0.828125
860	116	320	1	-402.48828	-1235.4238	0.5625
861	133	320	1	-466.35352	-1202.0586	0.015625
862	60	320	1	-205.65234	-1193.0059	1.9375
863	22	320	1	-80.958984	-1145.7188	9.203125
864	29	320	1	-119.15234	-1302.1494	0.453125
865	119	320	1	-440.8164	-1238.4062	0.15625
866	86	320	1	-316.00586	-1184.916	1.2265625
867	52	320	1	-198.02734	-1236.624	1.5
868	41	320	1	-160.91016	-1310.2637	5.109375
869	1013	5440	17	0.0	0.0	1.015625
871	68	320	1	-249.5918	-1261.5166	4.5625
872	25	320	1	-91.103516	-1185.3818	8.375
873	21	320	1	-86.208984	-1296.7002	0.5
874	37	320	1	-148.83203	-1284.5234	5.328125
875	21	320	1	-79.109375	-1309.6523	5.984375
876	25	320	1	-101.63867	-1312.1133	4.921875
877	537	5440	17	0.0	0.0	6.21875
881	22	320	1	-90.09375	-1277.4883	5.265625
882	21	320	1	-77.35742	-1249.2568	7.90625
883	29	320	1	-117.0	-1334.7334	5.453125
884	13	320	1	-52.248047	-1310.4961	4.265625
885	596	5440	17	0.0	0.0	5.40625
889	22	320	1	-91.57031	-1334.7588	5.9375
890	35	320	1	-128.14941	-1271.9834	7.046875
891	43	320	1	-168.82031	-1273.3867	1.859375
892	67	320	1	-271.6836	-1368.8359	6.6484375
893	660	5440	17	0.0	0.0	6.875
899	36	320	1	-143.41602	-1272.6797	6.75
900	46	320	1	-175.33203	-1261.7109	8.03125
901	56	320	1	-236.16016	-1366.9766	7.375
902	73	320	1	-301.99023	-1338.6387	6.390625
903	780	5440	17	0.0	0.0	5.078125
908	33	320	1	-133.58789	-1298.0605	6.828125
909	28	320	1	-109.60742	-1300.6914	5.28125
910	44	320	1	-186.31445	-1356.0938	6.703125
911	99	320	1	-318.95215	-1041.3945	10.953125
912	676	5440	17	0.0	0.0	8.015625
914	592	5440	17	0.0	0.0	1.34375
915	20	320	1	-84.359375	-1354.4707	6.96875
916	834	5440	17	0.0	0.0	4.59375
917	36	320	1	-147.70117	-1327.9082	7.6875
918	908	5440	17	0.0	0.0	6.484375
929	14	320	1	-53.50586	-1259.2002	5.953125
930	10	320	1	-41.95508	-1339.7207	6.0
931	22	320	1	-93.27539	-1311.7422	1.875
932	17	320	1	-65.76465	-1308.3545	7.8984375
933	462	5440	17	0.0	0.0	9.859375
935	1100	8000	25	0.0	0.0	7.90625
952	17	320	1	-72.2793	-1346.1182	5.34375
953	20	320	1	-79.47266	-1342.7188	8.3125
954	23	320	1	-94.67969	-1349.0098	7.234375
955	27	320	1	-115.85742	-1373.5195	8.390625
956	537	5440	17	0.0	0.0	9.3203125
958	20	320	1	-75.60156	-1168.6074	5.796875
959	433	5440	17	0.0	0.0	1.46875
960	126	320	1	-450.95898	-1211.7471	0.71875
961	149	320	1	-525.55273	-1200.2031	1.96875
962	75	320	1	-257.68262	-1196.96	0.75
963	20	320	1	-71.94531	-1136.4658	7.8359375
964	29	320	1	-117.54492	-1320.252	0.96875
965	86	320	1	-314.25977	-1227.2266	5.859375
966	100	320	1	-347.17578	-1162.4141	0.0625
967	100	320	1	-356.24414	-1213.0508	0.203125
968	122	320	1	-411.3418	-1181.0527	1.53125
969	67	320	1	-237.60938	-1252.7969	3.078125
970	92	320	1	-334.52734	-1236.1699	6.46875
971	86	320	1	-330.00977	-1294.7646	3.484375
972	1418	5440	17	0.0	0.0	2.984375
984	28	320	1	-101.52734	-1194.5195	8.0546875
985	38	320	1	-151.99414	-1314.3779	2.8125
986	25	320	1	-97.21289	-1286.1582	2.0
987	65	320	1	-253.3164	-1313.1211	5.015625
988	59	320	1	-225.70215	-1306.043	7.140625
989	58	320	1	-225.70898	-1343.7324	6.28125
990	48	320	1	-186.67773	-1278.8428	4.84375
991	86	320	1	-338.17188	-1319.5957	4.40625
992	96	320	1	-335.63477	-1218.9121	1.921875
993	35	320	1	-134.1582	-1287.916	8.4921875
994	36	320	1	-144.72656	-1344.0791	3.625
995	41	320	1	-162.84766	-1322.4414	0.25
996	541	5440	17	0.0	0.0	0.328125
999	70	320	1	-260.4541	-1277.292	3.84375
1000	64	320	1	-253.81836	-1343.0273	3.453125
1001	87	320	1	-340.1172	-1301.4111	6.6875
1002	88	320	1	-351.0078	-1331.5039	5.71875
1003	111	320	1	-424.50586	-1287.916	2.78125
1004	41	320	1	-164.13672	-1304.4883	9.984375
1005	35	320	1	-143.32031	-1348.9102	5.015625
1006	24	320	1	-94.0957	-1295.0508	2.9375
1007	568	5440	17	0.0	0.0	3.328125
1008	75	320	1	-284.95508	-1290.0723	4.3125
1009	45	320	1	-179.51562	-1293.6211	5.21875
1010	35	320	1	-144.01172	-1316.2041	8.7109375
1011	29	320	1	-116.990234	-1352.1504	7.546875
1012	32	320	1	-129.86914	-1303.8438	3.390625
1013	61	320	1	-240.08203	-1312.4492	5.96875
1014	89	320	1	-336.05762	-1281.1309	3.28125
1015	80	320	1	-308.18164	-1283.5312	1.875
1016	30	320	1	-121.94922	-1343.3594	5.171875
1017	54	320	1	-217.8086	-1368.3145	5.8125
1018	78	320	1	-300.9131	-1288.9033	3.828125
1019	83	320	1	-328.17578	-1324.0254	3.953125
1020	115	320	1	-437.33984	-1285.8223	1.859375
1021	82	320	1	-317.07422	-1308.0801	0.703125
1022	69	320	1	-285.49512	-1352.3467	6.875
1023	126	320	1	-470.8828	-1262.4395	0.828125
1024	83	320	1	-318.83203	-1280.3145	5.046875
1025	40	320	1	-159.66406	-1315.2441	5.140625
1026	79	320	1	-309.5039	-1328.0684	6.734375
1027	86	320	1	-323.5078	-1278.083	5.1875
1028	77	320	1	-298.65234	-1300.0469	4.015625
1029	85	320	1	-330.08984	-1279.7754	1.203125
1030	55	320	1	-219.45117	-1327.2793	6.03125
1031	45	320	1	-182.4668	-1351.4492	7.015625
1032	58	320	1	-227.29102	-1280.3096	3.140625
1033	39	320	1	-155.57031	-1321.7139	0.015625
1034	47	320	1	-199.89453	-1350.332	7.53125
1035	52	320	1	-207.89648	-1318.4746	7.03125
1036	51	320	1	-201.39648	-1285.3604	7.1015625
1037	62	320	1	-247.34961	-1303.0498	4.375
1038	67	320	1	-263.19922	-1309.0801	3.796875
1039	48	320	1	-186.24805	-1306.418	6.046875
1040	68	320	1	-276.6914	-1315.0127	3.96875
1041	50	320	1	-199.625	-1335.4766	1.375
1042	914	5440	17	0.0	0.0	6.203125
1056	38	320	1	-155.36719	-1334.7324	7.359375
1057	736	5440	17	0.0	0.0	6.265625
1058	55	320	1	-219.3125	-1302.9111	8.09375
1059	65	320	1	-251.1709	-1344.5791	6.015625
1060	38	320	1	-162.20703	-1394.4492	7.734375
1061	44	320	1	-178.67969	-1333.3945	7.0
1062	35	320	1	-142.16211	-1333.2607	6.5
1063	42	320	1	-176.17969	-1371.2539	4.71875
1064	40	320	1	-160.71289	-1302.5488	7.2265625
1065	53	320	1	-217.8125	-1355.2461	4.640625
1066	47	320	1	-194.26758	-1307.8477	7.5390625
1067	43	320	1	-172.85156	-1327.334	7.015625
1068	759	5440	17	0.0	0.0	8.59375
1071	27	320	1	-108.78906	-1309.5273	8.234375
1072	53	320	1	-210.1543	-1371.7715	7.328125
1073	72	320	1	-288.42578	-1336.5781	4.578125
1074	51	320	1	-214.91016	-1386.873	9.25
1075	701	5440	17	0.0	0.0	6.015625
1076	31	320	1	-129.12305	-1330.4482	5.15625
1077	41	320	1	-172.42969	-1370.4209	5.875
1078	42	320	1	-175.32422	-1341.5645	9.0859375
1079	352	5440	17	0.0	0.0	6.1875
1080	22	320	1	-90.46094	-1322.9336	7.875
1081	37	320	1	-148.45898	-1354.4551	5.265625
1082	51	320	1	-206.61719	-1360.3594	4.21875
1083	40	320	1	-158.13281	-1354.5762	5.5625
1084	844	5440	17	0.0	0.0	9.3828125
1101	937	8000	25	0.0	0.0	6.421875
1102	43	320	1	-172.3418	-1324.6592	9.015625
1103	56	320	1	-217.73535	-1385.2764	8.21875
1104	68	320	1	-292.74023	-1409.1914	8.9375
1105	31	320	1	-120.04297	-1262.0762	6.953125
1106	40	320	1	-165.87695	-1336.5312	6.34375
1107	52	320	1	-221.03125	-1366.9688	4.21875
1108	45	320	1	-179.35938	-1299.6328	6.65625
1109	58	320	1	-242.63477	-1372.7734	6.46875
1110	52	320	1	-210.69922	-1222.4639	7.1953125
1111	42	320	1	-171.17969	-1353.1836	7.9375
1112	712	5440	17	0.0	0.0	8.578125
1115	32	320	1	-132.04492	-1333.8203	8.3125
1116	52	320	1	-213.32617	-1400.8896	8.1875
1117	66	320	1	-271.93945	-1369.1172	5.0
1118	71	320	1	-297.1914	-1388.3398	9.5
1119	778	5440	17	0.0	0.0	6.8359375
1120	28	320	1	-117.73633	-1379.6123	6.625
1121	51	320	1	-215.94727	-1398.1768	8.078125
1122	41	320	1	-162.5918	-1337.9531	9.3203125
1123	49	320	1	-179.39648	-1202.5146	5.734375
1124	24	320	1	-100.74219	-1360.4629	7.4140625
1125	51	320	1	-213.20703	-1350.2305	6.390625
1126	60	320	1	-248.84375	-1386.1445	7.71875
1127	61	320	1	-251.79492	-1386.5957	5.6875
1128	968	5440	17	0.0	0.0	10.2578125
1145	1069	8000	25	0.0	0.0	7.734375
1146	37	320	1	-144.3086	-1302.1836	9.8671875
1147	58	320	1	-229.53809	-1387.8506	9.5078125
1148	69	320	1	-297.65234	-1416.4668	8.171875
1149	27	320	1	-102.11914	-1279.0859	6.625
1150	29	320	1	-115.69336	-1330.582	6.09375
1151	54	320	1	-231.39648	-1389.8145	6.234375
1152	44	320	1	-176.41992	-1318.4785	8.109375
1153	71	320	1	-300.2578	-1385.0078	6.90625
1154	48	320	1	-189.03125	-1232.9551	7.71875
1155	51	320	1	-211.85352	-1386.5605	7.90625
1156	830	5440	17	0.0	0.0	9.4921875
1159	23	320	1	-96.103516	-1331.6406	8.859375
1160	52	320	1	-216.40527	-1413.1279	9.984375
1161	50	320	1	-208.38281	-1391.3047	8.171875
1162	65	320	1	-270.01562	-1386.9902	9.4140625
1163	662	5440	17	0.0	0.0	7.1875
1164	19	320	1	-81.384766	-1375.3574	6.828125
1165	35	320	1	-148.45703	-1412.3643	9.59375
1166	97	320	1	-389.91406	-1320.2275	9.1328125
1167	75	320	1	-290.6914	-1175.1953	6.359375
1168	18	320	1	-78.14258	-1364.0957	7.5859375
1169	53	320	1	-221.03125	-1354.5898	7.734375
1170	39	320	1	-161.90039	-1391.7832	8.3125
1171	38	320	1	-154.12305	-1380.209	7.4765625
1172	777	5440	17	0.0	0.0	10.0
1188	132	320	1	-475.41406	-1219.2148	3.875
1189	109	320	1	-412.84082	-1275.9893	5.40625
1190	57	320	1	-211.69238	-1287.2168	0.3125
1191	22	320	1	-89.75586	-1324.7461	1.78125
1192	17	320	1	-68.49414	-1300.5957	4.765625
1193	20	320	1	-79.53125	-1322.0469	7.2578125
1194	9	320	1	-35.689453	-1283.9453	3.484375
1195	7	320	1	-29.441406	-1319.0527	6.5
1196	13	320	1	-55.16211	-1372.1367	7.9375
1197	427	5440	17	0.0	0.0	5.5625
1207	22	320	1	-88.88086	-1332.6309	8.1796875
1208	232	4800	15	0.0	0.0	6.921875
1209	16	320	1	-66.02734	-1344.9844	1.796875
1210	25	320	1	-102.90039	-1326.7695	2.234375
1211	13	320	1	-52.16211	-1355.4121	7.03125
1212	14	320	1	-59.89453	-1365.8086	4.8125
1213	4	320	1	-16.308594	-1268.0	4.984375
1214	6	320	1	-24.8125	-1343.209	7.953125
1215	8	320	1	-33.566406	-1371.373	9.5390625
1216	15	320	1	-61.85547	-1310.1172	5.875
1217	2	320	1	-8.425781	-1305.9062	6.5625
1218	488	5440	17	0.0	0.0	1.09375
1220	20	320	1	-83.791016	-1374.334	9.515625
1221	529	5440	17	0.0	0.0	6.140625
1222	482	5440	17	0.0	0.0	6.171875
1223	131	3200	10	0.0	0.0	9.03125
1228	27	320	1	-112.64844	-1346.4941	3.078125
1229	15	320	1	-59.626953	-1357.6953	4.46875
1230	529	5440	17	0.0	0.0	10.140625
1246	178	320	1	-618.3213	-1159.3369	2.828125
1247	2232	5440	17	0.0	0.0	0.484375
1248	203	320	1	-730.0215	-1203.4043	0.390625
1249	126	320	1	-459.00293	-1205.937	2.0
1250	146	320	1	-516.2822	-1162.6123	6.34375
1251	113	320	1	-435.3125	-1269.6914	1.40625
1252	152	320	1	-546.2959	-1190.6318	2.28125
1253	2189	5440	17	0.0	0.0	0.609375
1254	808	2240	7	0.0	0.0	3.140625
1261	683	2240	7	0.0	0.0	4.234375
1268	659	2240	7	0.0	0.0	6.3125
1275	630	2240	7	0.0	0.0	3.140625
1282	647	2240	7	0.0	0.0	4.3125
1289	1114	4160	13	0.0	0.0	5.25
1302	1542	8000	25	0.0	0.0	4.15625
1327	1392	8000	25	0.0	0.0	4.671875
1352	1187	8000	25	0.0	0.0	7.65625
1377	1373	8000	25	0.0	0.0	5.171875
1402	1506	8000	25	0.0	0.0	6.15625
1427	1535	8000	25	0.0	0.0	7.84375
1452	449	8000	25	0.0	0.0	7.375
1477	339	8000	25	0.0	0.0	6.765625
