tok	miss	routed	M	coldGate	totGate	margin	coldW	entropy	top8
15	6	320	1	-20.166016	-1032.7773	3.21875	0.58653355	0.16374676	198:28.203125,561:24.984375,695:18.0,271:17.015625,2228:16.296875,471:13.6015625,2302:13.484375,2570:13.34375
16	13	320	1	-40.796875	-978.09375	11.28125	1.4482429	0.00017759282	256:28.515625,262:17.234375,257:13.6015625,12:13.3359375,471:12.84375,220:11.6953125,5690:11.3984375,197:11.09375
17	17	320	1	-55.28711	-1067.3496	12.640625	2.3463259	5.6322977e-05	471:32.3125,561:19.671875,31819:17.140625,2972:17.125,25562:15.6171875,8282:15.578125,1137:14.3828125,2570:13.6796875
18	5	320	1	-17.53711	-1133.0576	1.703125	0.43614268	0.43111986	2972:30.921875,31819:29.21875,25562:21.3125,561:20.90625,79091:19.96875,30381:19.15625,332:18.46875,8282:18.421875
19	14	320	1	-54.16211	-1248.832	11.21875	1.6365277	0.00018314828	25562:41.375,31819:30.15625,30381:27.171875,8282:25.8125,15930:25.453125,82740:24.953125,12646:24.90625,94957:24.515625
20	8	320	1	-29.5625	-1245.082	13.46875	0.8734425	2.6601498e-05	64700:37.65625,25804:24.1875,92217:21.375,245342:21.0625,51595:21.0,25:20.953125,7518:20.296875,48218:20.15625
21	16	320	1	-59.296875	-1246.7383	11.078125	2.071391	0.00020206094	25804:35.71875,48218:24.640625,45455:20.640625,48911:20.328125,40986:19.484375,9830:18.796875,23815:18.640625,30521:18.609375
22	19	320	1	-67.80859	-1171.0166	2.46875	2.5071683	0.27607897	7034:28.46875,52231:26.0,1160:19.421875,25804:18.171875,318:17.359375,29431:17.15625,10710:15.1875,30539:14.9296875
23	5	320	1	-20.142578	-1242.9229	13.265625	0.4882027	5.313408e-05	41085:34.03125,467:20.765625,11576:19.375,54103:19.21875,268:18.453125,171678:18.4375,10860:18.40625,2845:17.546875
24	2	320	1	-7.685547	-1171.8232	12.65625	0.16953239	0.0001795739	7533:32.4375,3168:19.78125,2444:19.765625,7034:19.328125,96987:18.4375,13049:18.171875,31013:17.828125,78541:17.34375
25	1	320	1	-4.2890625	-1210.4473	11.171875	0.11171606	0.0003001313	198:30.34375,318:19.171875,303:17.703125,23038:17.625,16456:16.15625,26898:15.59375,2228:15.0546875,38989:14.59375
26	14	320	1	-59.265625	-1230.4258	13.953125	1.5929902	1.7033646e-05	256:30.15625,220:16.203125,17:13.6171875,471:13.078125,262:12.71875,257:12.6015625,248069:11.515625,406:10.6328125
27	10	320	1	-38.38086	-1233.1582	13.609375	0.97197545	3.464275e-05	471:31.265625,2972:17.65625,185756:16.453125,2483:15.6953125,1328:15.1484375,220:15.0,12296:13.921875,1317:13.4609375
28	5	320	1	-19.300781	-1175.043	12.71875	0.46686864	6.66944e-05	2972:31.125,5141:18.40625,12296:16.21875,173976:15.4453125,32956:15.4140625,1328:15.3125,27344:15.1015625,348:15.0390625
29	350	3520	11	0.0	0.0	1.25	0.0	0.74889743	1536:29.609375,7907:28.359375,10133:26.109375,45930:26.0625,57201:22.828125,7553:22.578125,19173:22.421875,61338:22.40625
30	21	320	1	-78.39844	-1247.6592	5.875	2.5614097	0.045617502	32956:29.28125,33027:23.40625,73182:23.359375,26898:20.953125,53847:20.6875,32666:20.484375,1577:19.40625,10133:19.375
31	30	320	1	-114.54883	-1263.334	0.625	3.8180952	0.7328102	12296:27.453125,310:26.828125,64700:23.90625,69743:19.328125,5952:19.3125,54667:19.125,30003:17.75,7907:17.296875
32	45	320	1	-153.87207	-1252.1582	11.953125	7.1129103	0.00021785099	64700:31.953125,303:20.0,36885:19.453125,51595:18.515625,7518:18.03125,188912:17.65625,25:17.28125,60552:17.234375
33	16	320	1	-61.296875	-1256.3408	5.046875	1.7148712	0.055774435	36885:27.671875,60552:22.625,695:20.734375,24951:20.390625,16778:18.59375,79091:17.328125,17642:17.015625,30299:16.78125
34	13	320	1	-50.902344	-1271.9717	5.859375	1.5424424	0.019693304	4980:32.09375,1151:26.234375,37139:19.3125,3367:19.109375,2388:18.53125,4747:18.53125,7436:17.921875,26760:17.765625
35	20	320	1	-78.103516	-1221.565	15.328125	2.0913332	9.7591865e-06	11:32.1875,318:16.859375,7034:16.4375,198:15.1875,52231:14.7109375,1453:14.390625,1116:13.8203125,25:13.640625
36	28	320	1	-97.13672	-1304.8125	9.515625	3.1707127	0.0021460538	7034:29.453125,36885:19.9375,16778:19.65625,29431:19.234375,52231:17.984375,44866:16.28125,1160:16.046875,10710:15.828125
37	16	320	1	-66.30859	-1328.2051	13.265625	1.8963621	5.8419082e-05	41085:33.34375,467:20.078125,171678:19.0625,9685:18.734375,10860:17.828125,11576:17.5625,92482:17.109375,32879:17.0
38	20	320	1	-78.9082	-1204.831	8.234375	2.0271273	0.0061839353	32879:26.484375,23926:18.25,62140:16.609375,59943:16.46875,7034:15.8671875,50366:15.7265625,7533:15.6640625,32790:15.40625
39	17	320	1	-63.291016	-1200.7815	11.390625	1.6403286	0.0004136925	663:28.765625,738:17.375,505:16.6875,11:15.7265625,290:15.53125,563:15.1328125,362:15.109375,286:14.9765625
40	22	320	1	-84.52051	-1289.4575	11.53125	2.5196705	0.00013723277	11:32.96875,318:21.4375,16778:18.796875,14:15.515625,198:15.5,31114:15.4921875,4778:15.3671875,13:15.109375
41	29	320	1	-103.586914	-1317.4834	12.0	3.7244046	0.00020744633	16778:32.625,31114:20.625,10082:20.25,34558:19.0625,4778:18.84375,36885:18.03125,16743:17.953125,56267:17.40625
42	7	320	1	-28.583984	-1244.7598	8.34375	0.81923586	0.0065467926	10082:27.90625,207944:19.5625,1737:18.984375,423:18.828125,11678:18.8125,3922:16.4375,8790:16.3125,997:16.203125
43	14	320	1	-51.65039	-1164.374	11.71875	1.1445103	0.000112898655	32284:35.03125,6368:23.3125,12418:20.1875,1405:18.65625,581:17.578125,33437:17.28125,87:17.046875,2319:16.765625
44	17	320	1	-64.38867	-1189.4966	10.4375	1.5520501	0.00054821605	1701:31.078125,2641:20.640625,22950:19.515625,2421:18.390625,2277:16.34375,15651:16.296875,17785:15.7890625,157255:15.7421875
45	21	320	1	-81.27539	-1278.5312	12.8125	2.3650973	7.777755e-05	11:31.09375,318:18.28125,16778:17.5625,198:16.328125,14:16.046875,321:15.1953125,4778:14.453125,31114:14.140625
46	35	320	1	-131.72949	-1331.4873	13.84375	4.122196	6.370585e-05	16778:33.65625,31114:19.8125,32790:19.8125,36885:19.8125,4778:19.0625,16743:18.078125,81572:17.765625,34558:17.65625
47	23	320	1	-86.37109	-1316.8379	9.0	3.7810035	0.0015286858	32790:29.5625,73507:20.5625,10082:16.625,88324:16.46875,3473:16.40625,12964:16.28125,997:15.921875,3931:15.890625
48	10	320	1	-41.72461	-1246.8584	8.75	0.9004344	0.0016566082	198:29.390625,318:20.640625,11:17.4375,3376:14.3046875,13:14.28125,11346:13.796875,478:13.0625,271:12.984375
49	21	320	1	-77.50195	-1186.1348	18.09375	2.4189076	5.729626e-07	256:33.0625,257:14.96875,471:13.984375,220:13.40625,248069:12.796875,262:12.015625,406:11.53125,950:11.4921875
50	12	320	1	-45.242188	-1215.1211	14.5	1.3944726	1.303164e-05	471:32.96875,185756:18.46875,2972:16.8125,256:16.5625,1411:15.09375,1317:14.8828125,735:14.59375,172299:14.578125
51	13	320	1	-50.882812	-1221.3857	15.515625	1.3574201	1.0877311e-05	2972:33.6875,173976:18.171875,9116:18.03125,332:18.015625,2119:16.640625,348:16.421875,171446:14.6640625,220:14.640625
52	840	5440	17	0.0	0.0	1.90625	0.0	0.8321122	4303:31.25,19173:29.34375,73211:29.28125,10334:28.328125,7907:22.296875,78234:21.53125,38663:21.5,3925:21.453125
53	44	320	1	-169.57812	-1257.0576	1.578125	5.4604654	0.45780945	314:31.671875,64700:30.09375,12296:19.8125,24951:18.765625,51595:18.71875,1020:18.671875,25:18.296875,245342:18.171875
54	109	320	1	-402.4004	-1273.4883	9.46875	15.665815	0.0018159564	24951:31.34375,42467:21.875,64700:20.765625,7472:20.3125,11956:19.96875,10334:19.9375,14065:19.03125,73341:18.953125
55	37	320	1	-131.4668	-1253.8945	8.234375	5.6055784	0.002980101	64700:30.734375,12296:22.5,54667:19.515625,30003:19.0,2879:18.453125,51595:18.015625,25:18.0,5952:17.921875
56	28	320	1	-109.31055	-1254.9795	2.3125	3.4583814	0.52819824	328:27.796875,733:25.484375,60552:25.171875,79091:20.375,1326:19.671875,64605:19.65625,68868:18.53125,17467:18.40625
57	76	320	1	-284.6631	-1257.9697	1.28125	9.81709	0.8919427	623:29.6875,258:28.40625,814:28.34375,61338:20.484375,10334:20.09375,325:18.9375,42498:18.75,4199:18.578125
58	107	320	1	-405.9414	-1308.9785	9.15625	16.339212	0.0034662269	7472:28.59375,279:19.4375,11346:19.40625,10033:17.984375,303:17.625,24951:17.328125,293:17.078125,3447:16.1875
59	72	320	1	-253.98145	-1248.3115	6.78125	11.29736	0.014457977	1:27.625,487:20.84375,11:18.40625,471:18.0625,1288:17.84375,593:17.09375,24993:16.859375,10921:16.8125
60	83	320	1	-309.23828	-1266.8975	3.859375	11.349061	0.32983235	471:26.21875,23197:22.359375,198:21.4375,3254:21.40625,271:21.109375,318:21.0,10897:20.421875,3481:20.28125
61	69	320	1	-250.63672	-1228.8574	2.03125	9.261275	0.9429687	3749:26.984375,7063:24.953125,7225:24.0625,23197:23.59375,23535:23.375,1144:23.265625,3254:23.171875,41717:21.171875
62	134	320	1	-467.74023	-1183.2031	1.53125	18.645115	0.807504	15352:24.421875,310:22.890625,16908:21.25,15673:20.40625,264:19.921875,10597:19.203125,2923:18.84375,5365:18.453125
63	56	320	1	-208.98633	-1207.6016	4.671875	6.5231643	0.07593045	15673:30.65625,11:25.984375,10597:24.21875,39492:24.03125,9888:21.484375,67407:19.109375,68868:19.03125,10033:18.96875
64	24	320	1	-89.61328	-1225.3652	0.375	3.201726	0.7348843	11:26.09375,314:25.71875,440:21.859375,17661:20.1875,2583:18.46875,271:17.5,198:17.453125,16456:15.28125
65	56	320	1	-191.61426	-1207.1885	3.0625	7.5216384	0.8211702	23038:23.84375,2583:20.78125,28079:20.671875,24385:20.375,10451:20.15625,16456:19.984375,2923:19.203125,11767:18.765625
66	26	320	1	-96.13867	-1248.6172	12.765625	3.872088	0.00039085912	11:27.0625,24385:14.296875,2923:14.2265625,1204:13.9453125,54254:13.7578125,6197:13.4453125,1528:13.421875,7123:12.9296875
67	39	320	1	-132.7539	-1209.5117	0.171875	5.1599255	1.8172818	54254:20.671875,24385:20.5,1528:20.140625,4868:19.828125,7101:18.90625,11767:18.46875,29749:17.765625,5134:16.75
68	28	320	1	-103.56055	-1221.9424	8.921875	3.5619779	0.004665132	11:24.53125,7101:15.609375,14:14.6484375,21207:14.09375,318:13.9765625,1528:13.125,27204:12.90625,3759:12.6171875
69	39	320	1	-135.8584	-1235.831	2.34375	4.9004602	1.2065998	1528:20.390625,7101:18.046875,24385:17.5625,3136:17.03125,11767:16.921875,272:16.609375,3759:15.9375,10708:15.859375
70	21	320	1	-77.33789	-1221.9336	5.0	2.317439	0.10440094	32480:27.859375,4203:22.859375,12282:22.640625,44647:22.046875,7101:20.59375,5484:20.203125,6044:16.890625,14:16.140625
71	35	320	1	-132.86426	-1262.9111	12.3046875	4.770041	0.00024526854	11:27.1875,24385:14.8828125,13:13.75,11767:13.671875,318:13.421875,36655:13.15625,37935:13.0234375,52264:12.8828125
72	40	320	1	-138.6914	-1221.9707	0.25	5.1514516	2.472643	24385:18.21875,11767:17.96875,34780:17.828125,321:17.0625,36655:16.765625,52264:16.59375,4868:15.1640625,27204:15.109375
73	27	320	1	-102.37305	-1237.6279	4.625	3.6656845	0.193043	11:23.515625,13:18.890625,14:18.625,57689:17.75,4181:17.140625,19644:17.046875,7148:16.4375,30211:15.96875
74	45	320	1	-155.37988	-1227.21	3.203125	5.7611713	0.6767854	321:20.984375,4831:17.78125,9989:16.953125,1865:16.796875,14542:15.703125,7193:15.6015625,34780:15.578125,6278:15.4765625
75	74	320	1	-266.18066	-1222.1729	0.0625	9.354405	1.887806	14542:21.765625,10451:21.703125,1204:21.28125,21207:20.421875,1865:19.953125,6278:19.890625,6970:19.109375,2193:18.015625
76	36	320	1	-133.47461	-1204.6875	1.1875	4.2051206	1.5035788	36515:23.890625,23398:22.703125,2193:22.640625,7465:22.328125,14:21.109375,75108:20.921875,13173:20.046875,9989:18.765625
77	36	320	1	-142.60547	-1275.2871	4.765625	4.8179	0.049125906	13:30.0,271:25.234375,198:19.25,1332:17.25,413:17.046875,318:17.03125,56963:15.34375,1358:15.3359375
78	40	320	1	-140.77637	-1206.4092	7.625	5.454603	0.0042310567	271:27.5,198:19.875,1358:13.4296875,987:12.078125,248046:10.6171875,220:9.7890625,17:9.6171875,845:8.8984375
79	29	320	1	-87.88721	-986.03467	4.734375	3.040933	0.05032531	17:25.546875,256:20.8125,18:13.2890625,19:11.96875,220:11.75,21:11.6171875,22:11.4140625,16:11.2890625
80	27	320	1	-86.52002	-1085.5288	15.375	3.325932	1.062184e-05	13:31.6875,11:16.3125,401:15.7890625,159029:15.3359375,442:15.3046875,25:13.875,8:13.7890625,14:13.2734375
81	21	320	1	-79.81641	-1201.0605	9.734375	1.9053748	0.0007076758	220:26.359375,2972:16.625,318:11.7265625,198:11.515625,401:11.1015625,256:10.8046875,274:10.78125,641:10.546875
82	23	320	1	-83.819336	-1204.5137	13.0859375	2.4125946	6.0029317e-05	2972:27.84375,401:14.7578125,1526:13.46875,332:12.09375,220:11.765625,171446:11.609375,187113:11.546875,173976:11.3359375
83	16	320	1	-60.070312	-1218.7695	2.890625	2.0184398	0.27491048	1847:29.734375,5218:26.84375,27382:25.265625,6140:22.53125,11635:21.609375,22238:21.328125,34167:20.03125,442:18.171875
84	53	320	1	-198.32227	-1200.2197	11.4375	5.8938937	0.0002546352	7355:31.046875,27538:19.609375,18115:18.125,96396:17.390625,50932:17.140625,8972:16.9375,45621:16.328125,78766:16.265625
85	41	320	1	-141.2793	-1145.9668	0.21875	5.6731	0.84319395	25804:24.53125,279:24.3125,9237:21.828125,31819:18.890625,5141:18.0,5952:16.390625,48218:16.0,4545:15.5078125
86	17	320	1	-63.39258	-1242.1865	9.859375	2.0395012	0.001451644	7034:28.453125,29431:18.59375,25804:17.859375,52231:17.796875,21753:16.453125,1160:16.1875,45455:14.7578125,579:14.53125
87	5	320	1	-21.08789	-1301.5938	12.90625	0.531357	0.00018049958	41085:32.40625,11576:19.5,268:19.40625,10860:19.265625,54103:18.75,467:18.421875,1291:18.171875,235911:17.796875
88	3	320	1	-11.609375	-1196.0942	10.171875	0.30124718	0.0010744925	7533:30.03125,2444:19.859375,9237:19.5625,3168:18.578125,33655:17.09375,13049:16.703125,96987:16.6875,2772:16.28125
89	588	5440	17	0.0	0.0	6.828125	0.0	0.020007942	64700:27.265625,9237:20.4375,36593:19.375,12808:18.84375,73182:18.734375,318:18.125,32956:17.734375,33655:17.140625
90	9	320	1	-33.44336	-1261.3408	15.34375	0.9796502	7.7859895e-06	198:31.515625,25804:16.171875,271:15.8671875,353:14.4375,248046:13.3359375,695:12.9453125,7034:11.9765625,2228:11.4296875
91	5	320	1	-17.632812	-1102.9302	13.5	0.58074665	4.659143e-05	256:32.1875,48218:18.6875,262:18.046875,25804:17.375,257:17.171875,5690:16.078125,950:15.5703125,406:15.0625
92	12	320	1	-46.82422	-1209.1426	0.640625	1.1293738	0.673847	471:24.703125,25804:24.0625,353:19.53125,7034:17.109375,3437:15.9453125,23815:15.0,14235:14.8046875,9237:14.640625
93	477	5440	17	0.0	0.0	0.515625	0.0	0.9111717	25804:24.109375,3437:23.59375,9237:21.15625,28097:19.625,38622:19.546875,7034:18.984375,1049:18.125,2972:17.796875
94	47	320	1	-170.58008	-1173.1719	1.328125	6.2718487	1.3557608	369:20.8125,52231:19.484375,5533:19.28125,579:19.046875,25224:16.359375,20878:16.328125,7034:16.015625,20653:15.25
95	115	320	1	-414.34277	-1236.7314	2.25	16.719645	0.7958438	264:19.640625,449:17.390625,3511:15.8125,8220:15.359375,14294:15.0546875,279:14.640625,809:14.59375,5533:13.2890625
96	90	320	1	-321.73926	-1207.877	0.296875	12.432635	0.851275	3511:23.0,14294:22.703125,7318:19.046875,4129:18.390625,6195:17.859375,29541:17.09375,16350:16.265625,4557:16.09375
97	34	320	1	-127.03125	-1217.0713	8.640625	3.9995081	0.009753483	33924:26.15625,5792:17.515625,7318:17.421875,39751:17.078125,31365:16.546875,12:16.140625,22882:16.140625,49549:16.09375
98	41	320	1	-149.0625	-1194.8896	3.234375	4.6132483	0.2540649	11:27.71875,11176:24.484375,7318:23.75,14294:20.109375,17822:17.34375,29541:17.25,4763:16.5625,113508:16.4375
99	69	320	1	-251.75879	-1213.5264	7.71875	7.9452944	0.011673292	14294:28.703125,29541:20.984375,100708:20.71875,63799:19.515625,88409:19.3125,4763:19.078125,54488:18.921875,113508:18.5
100	39	320	1	-145.74805	-1199.8359	2.78125	4.374225	0.29971087	7318:27.34375,11:24.5625,11176:22.765625,17822:20.6875,8059:19.96875,104206:19.890625,4763:18.90625,25600:18.28125
101	36	320	1	-138.08984	-1205.4795	3.015625	4.136573	0.19258267	11176:30.953125,6000:27.9375,45759:22.640625,98300:20.875,23796:20.359375,22028:20.34375,30742:19.890625,33723:19.5
102	51	320	1	-194.7168	-1239.9883	3.015625	6.9821553	0.34819448	13:23.796875,888:20.78125,198:19.53125,421:18.90625,10042:17.75,5995:17.015625,4162:16.578125,383:16.515625
103	45	320	1	-153.96289	-1250.6309	8.0	6.283899	0.0058463807	198:26.203125,7034:18.203125,1049:17.453125,357:15.5078125,11116:14.5703125,3648:14.515625,561:14.4140625,8439:13.546875
104	11	320	1	-39.01758	-1215.6372	15.5	1.2485638	5.3847607e-06	256:33.09375,220:17.59375,262:15.7265625,257:15.609375,7034:15.4921875,406:15.1484375,5690:14.6640625,29431:13.8515625
105	24	320	1	-92.91211	-1207.0752	11.4375	2.4289286	0.00017416474	471:29.125,7034:17.6875,1317:14.4375,12:13.9921875,29431:13.9375,52231:13.8984375,653:13.6796875,348:13.5
106	25	320	1	-99.68164	-1275.9863	5.921875	2.9991546	0.045871783	7034:25.828125,1049:19.90625,561:18.65625,7884:18.640625,357:17.3125,11116:17.21875,3648:16.421875,52231:16.3125
107	25	320	1	-96.11328	-1281.0977	13.5	3.2828054	4.1424482e-05	41085:34.125,467:20.625,10860:18.703125,235911:18.640625,171678:18.3125,2845:18.1875,40249:18.140625,11576:17.609375
108	24	320	1	-90.94531	-1158.2871	7.671875	3.0373218	0.012325644	2444:27.734375,7533:20.0625,62140:19.765625,13273:19.4375,369:18.125,3136:17.421875,96987:17.0,8311:16.671875
109	45	320	1	-162.66992	-1169.0137	1.484375	6.410948	1.1532826	369:20.296875,27028:18.8125,23038:17.46875,27930:17.125,20878:16.515625,53007:15.546875,16456:15.2578125,24385:15.2421875
110	127	320	1	-459.5791	-1247.8076	2.140625	18.8592	1.8458601	264:18.71875,16099:16.578125,449:16.0625,1141:15.9765625,279:15.53125,23038:15.0390625,40624:14.78125,16456:14.71875
111	111	320	1	-405.36035	-1204.123	1.0	15.037358	1.5142512	10732:19.796875,16456:18.796875,16099:17.53125,4098:16.765625,1328:16.359375,8751:16.1875,15705:15.890625,11767:15.4609375
112	21	320	1	-75.82031	-1177.8232	2.53125	2.7091916	0.32738048	16456:27.015625,6136:24.484375,2444:21.4375,5792:20.78125,1785:20.734375,30373:19.515625,11767:19.421875,58621:18.953125
113	73	320	1	-247.44482	-1176.4194	2.71875	9.84791	0.373149	310:22.78125,421:20.0625,303:17.59375,1608:17.1875,383:16.421875,1332:16.40625,506:16.171875,364:15.09375
114	147	320	1	-501.85547	-1179.084	0.421875	22.289465	1.5216105	5190:20.90625,1438:20.484375,5471:19.59375,7265:18.0,2070:17.109375,5790:16.875,9791:16.546875,2444:16.359375
115	103	320	1	-350.83398	-1137.3037	3.515625	13.645246	0.3739715	3790:20.96875,795:17.453125,6577:16.296875,14:16.046875,466:15.40625,46070:14.25,279:14.0546875,9163:13.9609375
116	63	320	1	-237.25977	-1201.834	0.796875	7.088533	0.744344	52231:22.46875,40786:21.671875,36900:17.46875,16000:17.375,888:16.375,84100:16.140625,9163:15.6484375,48070:15.0234375
117	72	320	1	-256.8877	-1185.8135	0.78125	9.782957	1.7182859	13:21.34375,318:20.5625,539:19.828125,321:19.734375,11:19.28125,494:19.125,14:18.1875,466:16.953125
118	46	320	1	-160.62305	-1256.5508	6.140625	6.365909	0.017079633	198:25.03125,1049:18.890625,5141:14.515625,16643:14.4140625,25804:13.7734375,9237:12.84375,32879:12.359375,1368:12.3046875
119	22	320	1	-80.47461	-1211.1592	16.015625	2.6584778	1.41008695e-05	256:28.625,257:12.609375,262:12.4453125,220:12.375,5690:12.34375,406:11.734375,98144:10.859375,471:10.8125
120	26	320	1	-103.99609	-1293.7607	11.8046875	2.804214	0.00030224991	471:26.90625,12:15.1015625,1049:14.1953125,5141:14.0234375,9237:13.5859375,98144:13.0859375,6007:12.4140625,256:11.9921875
121	1164	5120	16	0.0	0.0	0.484375	0.0	1.2902772	9237:21.046875,5141:20.5625,1049:20.109375,4545:17.46875,21016:16.265625,17722:16.25,561:16.125,24298:16.0625
122	28	320	1	-105.16992	-1228.9883	0.53125	3.3880494	2.3489573	7059:19.4375,18369:18.90625,7101:18.78125,11767:18.53125,16456:18.375,23038:18.21875,4374:18.15625,24385:17.1875
123	29	320	1	-109.84082	-1251.376	12.2578125	3.5722353	0.0006409232	25:25.8125,4960:13.5546875,274:13.015625,25804:12.8984375,64700:12.546875,369:12.421875,7034:12.3984375,97576:12.1015625
124	20	320	1	-70.728516	-1178.2314	0.15625	1.9666575	2.7955117	7034:17.328125,26320:17.171875,36885:15.7109375,25804:15.578125,13249:15.5,561:15.2890625,52777:14.78125,2604:14.4765625
125	21	320	1	-79.52734	-1234.166	8.0625	2.6612604	0.0063388566	41085:28.671875,467:20.609375,9685:20.484375,4127:18.078125,10860:17.65625,11576:16.0625,13249:15.4453125,57835:15.296875
126	8	320	1	-31.21289	-1161.6079	6.1875	0.78187543	0.021333069	13249:27.484375,3136:21.296875,5342:19.09375,7533:18.953125,4127:18.515625,32879:16.84375,58604:16.46875,12211:15.8984375
127	25	320	1	-96.15039	-1155.5107	2.3125	2.7025087	0.30340296	318:29.484375,27718:27.171875,3376:17.953125,1651:17.796875,4460:17.5,19185:17.4375,1510:16.921875,1290:16.734375
128	62	320	1	-228.12305	-1254.9424	5.546875	8.309314	0.02653287	66:29.5,34:23.953125,64045:19.328125,29431:18.5,60436:17.640625,620:16.609375,228744:16.390625,895:16.359375
129	63	320	1	-228.08594	-1184.377	0.5	8.1895	5.243707	4520:13.7734375,97576:13.2734375,29431:13.21875,22429:13.078125,22479:12.9375,3191:12.4765625,50:12.4140625,34:12.34375
130	90	320	1	-317.81836	-1174.7324	0.953125	12.507326	2.710592	8:16.84375,681:15.890625,2600:14.59375,77:14.421875,86:14.2421875,78:14.140625,65:13.78125,553:13.3359375
131	79	320	1	-280.20703	-1235.7158	1.21875	11.733491	2.0356941	471:19.46875,478:18.25,198:18.171875,321:17.171875,5972:17.0625,593:16.671875,13668:16.203125,10539:15.9140625
132	57	320	1	-199.51172	-1233.7422	0.96875	8.724419	2.7126372	4495:18.53125,279:17.5625,264:16.09375,8476:16.046875,13668:15.921875,11241:15.609375,3759:15.6015625,1204:15.5859375
133	71	320	1	-258.94727	-1217.7129	2.109375	9.637517	1.2751932	579:20.59375,23314:18.484375,13001:17.484375,628:17.109375,6195:17.03125,3008:16.421875,3798:16.34375,4238:16.109375
134	124	320	1	-461.29883	-1243.416	0.65625	17.100504	3.2777326	2420:18.09375,3798:17.4375,5252:16.6875,3202:16.671875,4238:16.640625,795:16.578125,6195:16.4375,6966:15.8515625
135	81	320	1	-295.4209	-1183.1045	1.109375	9.641852	1.4442514	5639:21.65625,32288:20.546875,4011:20.0625,795:19.59375,3790:18.65625,52231:17.265625,3502:16.734375,11293:16.71875
136	86	320	1	-314.20117	-1182.8438	0.21875	10.653106	2.517587	1518:19.734375,13:19.515625,303:19.03125,5252:18.875,421:18.421875,364:17.453125,11:17.3125,318:17.296875
137	166	320	1	-561.0254	-1142.4434	1.5625	23.856373	2.6842654	279:18.4375,628:16.875,264:16.84375,51959:15.890625,24687:15.7890625,5639:15.640625,11293:15.4453125,1602:15.3515625
138	168	320	1	-598.9219	-1170.1719	0.328125	22.159573	3.1322794	74821:18.609375,51959:18.28125,64662:17.1875,9849:17.078125,795:16.734375,26168:16.59375,23868:16.453125,10409:16.234375
