tok	miss	routed	M	coldGate	totGate	margin	coldW	entropy	top8
43	604	4800	15	0.0	0.0	0.3125	0.0	1.1536982	38663:28.75,1536:28.4375,6196:26.296875,4935:25.515625,3925:24.890625,17015:24.875,51:24.484375,4303:24.3125
44	39	320	1	-150.42188	-1202.1035	13.640625	4.718484	8.10183e-05	64700:31.625,51595:17.984375,25:17.734375,245342:17.671875,38256:17.359375,92217:17.265625,159029:16.34375,7518:15.6640625
45	42	320	1	-153.99805	-1192.419	0.703125	5.262703	0.7043621	11680:27.78125,38256:27.078125,7170:22.96875,51612:22.34375,66931:21.203125,4091:20.53125,9844:20.0,64605:19.984375
46	33	320	1	-116.146484	-1206.126	10.828125	3.8284087	0.00026029575	11:32.375,15751:21.546875,201069:18.671875,162451:16.21875,8396:15.6953125,12266:15.6640625,59036:15.2421875,109162:15.21875
47	50	320	1	-178.82715	-1189.2373	3.53125	5.8593583	0.15735856	15751:30.78125,15352:27.25,12995:24.828125,201069:23.90625,16908:21.46875,15156:20.59375,12310:20.421875,68827:20.296875
48	39	320	1	-140.8584	-1177.2832	12.890625	4.475498	7.790778e-05	11:32.4375,2144:19.546875,15673:19.40625,1965:17.5625,29006:16.671875,9888:15.890625,2468:15.5546875,95523:14.46875
49	42	320	1	-145.64258	-1196.1758	2.84375	5.494427	0.6298843	12995:25.59375,30515:22.75,321:22.171875,15352:21.78125,14542:21.375,4252:21.328125,1575:20.3125,4434:19.546875
50	32	320	1	-113.072266	-1235.9648	6.546875	4.0450172	0.017954852	11:29.0,271:22.453125,1970:21.765625,15673:18.984375,9888:18.109375,2144:18.046875,7873:16.96875,13:16.09375
51	40	320	1	-144.45996	-1228.5225	5.28125	4.9802923	0.06223458	321:29.359375,440:24.078125,1575:23.046875,14542:22.890625,5492:20.953125,4434:20.3125,5354:19.90625,17661:19.796875
52	64	320	1	-228.25488	-1193.1865	0.609375	7.817395	1.1375614	14542:25.171875,1575:24.5625,4434:22.96875,5354:22.40625,5492:21.78125,638:20.78125,75988:19.625,15352:19.34375
53	36	320	1	-126.65039	-1225.293	4.140625	4.2258863	0.126717	271:29.015625,13:24.875,1970:24.171875,364:19.34375,15673:17.828125,10505:17.421875,7873:16.890625,318:16.796875
54	14	320	1	-43.64746	-1015.9619	9.625	1.5008627	0.0008895421	17:25.9375,256:16.3125,248069:12.375,18:12.3359375,21:10.9921875,16:10.9609375,19:10.796875,20:10.2109375
55	24	320	1	-75.265625	-1091.5127	13.46875	3.318641	4.0108214e-05	13:31.578125,401:18.109375,11:16.984375,442:16.5625,159029:15.671875,2211:15.046875,8:14.5390625,25:14.4140625
56	15	320	1	-54.47168	-1240.1719	10.140625	1.7064638	0.00056884147	220:28.46875,2972:18.328125,60783:16.515625,328:15.1328125,21078:14.1328125,256:12.0703125,12:12.0390625,12151:11.8046875
57	32	320	1	-124.84277	-1276.2627	11.125	3.4771583	0.00027685874	2972:29.578125,1526:18.453125,401:17.265625,220:15.90625,1847:15.1796875,332:14.0703125,5141:13.5078125,2187:12.8984375
58	18	320	1	-69.52734	-1214.8232	4.921875	1.9365039	0.05416743	1847:32.15625,5218:27.234375,1536:25.546875,27382:22.09375,21825:21.03125,34167:20.734375,1526:20.375,2187:19.734375
59	55	320	1	-209.14844	-1241.042	10.9375	6.390462	0.0003505952	7355:31.59375,27538:20.65625,50932:19.375,18115:18.59375,8972:17.3125,45621:16.90625,62610:16.375,78766:16.21875
60	31	320	1	-101.79883	-1149.6318	1.78125	4.0363145	0.4443544	3297:26.21875,279:24.4375,16743:20.984375,5952:18.078125,61791:15.4921875,39758:15.4453125,5764:15.25,1167:15.09375
61	30	320	1	-111.76172	-1274.6973	14.265625	4.1250944	1.6646984e-05	5607:33.3125,839:19.046875,7573:16.390625,6967:16.1875,3196:16.15625,37795:16.046875,14134:16.015625,1171:15.9375
62	23	320	1	-84.68457	-1212.9668	1.625	3.0919743	0.75490016	366:24.546875,269:22.921875,349:21.46875,2084:20.8125,451:19.171875,526:18.75,403:17.453125,522:17.421875
63	12	320	1	-38.958984	-1226.5654	3.328125	1.4799998	0.4170797	64700:26.640625,318:23.3125,33214:23.140625,9237:22.625,38989:21.953125,73182:19.71875,68868:18.609375,12808:17.890625
64	15	320	1	-52.316406	-1241.8975	13.671875	1.6391689	2.2405167e-05	198:31.109375,3437:17.4375,353:15.421875,271:14.03125,695:13.8984375,248046:12.84375,3297:12.7734375,1092:12.3671875
65	10	320	1	-37.283203	-1118.2017	13.671875	0.9504293	2.1886177e-05	256:32.53125,257:18.859375,262:16.75,5690:15.2265625,3710:15.109375,406:14.6875,950:14.6328125,220:14.5234375
66	15	320	1	-58.00586	-1246.8994	8.3125	1.5952153	0.0022948007	471:32.28125,3437:23.96875,1092:16.328125,9237:15.9453125,60783:15.3359375,2972:15.21875,2500:15.1328125,5141:14.6484375
67	534	5440	17	0.0	0.0	3.359375	0.0	0.17972219	3437:27.0,2972:23.640625,9237:21.140625,60783:20.125,1049:18.46875,38989:18.03125,348:17.9375,5141:16.3125
68	36	320	1	-131.28418	-1244.4697	8.03125	5.040132	0.0033358806	369:30.4375,424:22.40625,2993:18.40625,11767:18.40625,3841:18.3125,579:17.640625,1503:17.40625,513:16.75
69	23	320	1	-83.73828	-1284.9443	4.78125	3.2351766	0.10149544	424:29.015625,3297:24.234375,3841:24.234375,16743:21.421875,893:19.8125,1167:17.921875,30:17.296875,5964:16.390625
70	26	320	1	-86.018555	-1272.1807	11.59375	3.7346022	0.0006874038	30:28.84375,174548:17.25,4666:16.671875,170286:16.484375,14024:16.296875,74137:16.078125,10992:15.9296875,12259:15.5859375
71	10	320	1	-29.189453	-1212.041	4.171875	1.1816357	0.08831528	357:26.5625,60783:22.390625,85943:18.265625,8500:18.0,74505:17.96875,1473:16.5625,41040:16.265625,57389:16.25
72	35	320	1	-124.697266	-1210.7988	5.109375	4.804076	0.12244235	21078:27.09375,60783:21.984375,11960:21.296875,5243:20.75,10727:20.65625,27355:20.625,57389:20.34375,29812:19.390625
73	23	320	1	-86.52539	-1227.165	11.34375	2.6308331	0.00029735922	9485:33.90625,321:22.5625,594:22.078125,14429:20.578125,92692:19.828125,13909:19.65625,429:18.640625,8119:17.984375
74	46	320	1	-171.18848	-1283.8525	6.5625	5.5579147	0.01247863	14429:31.484375,48827:24.921875,37496:21.25,57297:20.5,4317:20.21875,55812:19.921875,44986:19.859375,66186:19.84375
75	54	320	1	-199.53418	-1253.1064	12.4375	7.348102	0.00011801671	15487:31.15625,576:18.71875,438:18.453125,269:15.578125,699:15.0234375,4435:14.4140625,11424:14.40625,26863:14.3515625
76	25	320	1	-86.125	-1212.7905	7.9375	3.090939	0.0044732667	27355:30.140625,11:22.203125,74505:19.671875,11960:19.296875,11767:19.0625,69246:18.609375,64775:18.421875,3269:18.28125
77	15	320	1	-59.998047	-1224.8828	11.96875	1.4936924	0.0001968352	11767:35.25,108646:23.28125,24385:22.453125,38989:22.09375,19086:21.65625,191521:21.3125,57520:20.421875,26943:20.15625
78	39	320	1	-139.33496	-1221.4766	1.140625	4.9350653	0.5618664	198:27.171875,13:26.03125,11:20.359375,318:17.109375,440:17.0625,303:17.046875,34319:16.96875,539:16.25
79	21	320	1	-77.396484	-1212.7588	16.140625	2.0734482	3.1597228e-06	256:34.59375,257:18.453125,220:17.65625,262:17.15625,406:15.0703125,950:14.0234375,5690:13.8359375,5141:13.1015625
80	19	320	1	-71.78711	-1251.8877	13.875	1.9357909	2.2644555e-05	471:33.03125,5141:19.15625,12:17.4375,2500:16.90625,1328:16.59375,1317:15.8046875,256:15.3515625,1536:15.0859375
81	707	5440	17	0.0	0.0	2.859375	0.0	0.37182537	5141:28.484375,2500:25.625,9237:25.125,3984:22.84375,38540:20.734375,4545:18.8125,14204:18.6875,22830:17.53125
82	11	320	1	-37.655273	-1228.5244	0.546875	1.4132897	0.8234609	7123:29.265625,6599:28.71875,18369:26.0625,7059:24.359375,4374:24.140625,7289:23.078125,6498:22.875,5306:19.5
83	12	320	1	-41.503906	-1266.8408	8.203125	1.8740611	0.004271055	25:29.015625,303:20.8125,318:19.09375,791:18.171875,4181:18.140625,364:17.6875,314:17.390625,14:17.34375
84	14	320	1	-52.16797	-1213.4785	3.75	1.243283	0.24988888	198:27.140625,19123:23.390625,695:23.109375,21513:22.265625,8167:19.90625,52790:19.046875,60783:18.796875,23389:18.75
85	31	320	1	-111.947266	-1125.8848	12.4375	3.1144025	0.00011314854	257:33.34375,262:20.90625,406:20.296875,256:19.65625,220:18.703125,950:18.015625,285:17.28125,264:15.09375
86	27	320	1	-101.4043	-1213.666	2.234375	3.0915504	0.36581114	220:28.515625,264:26.28125,471:23.890625,585:18.359375,348:16.046875,21513:14.6640625,256:14.2734375,19123:14.234375
87	51	320	1	-203.87305	-1279.6289	13.6875	6.134387	6.749892e-05	16:31.40625,15:17.71875,17:17.59375,18:17.484375,19:16.984375,20:16.734375,22:15.0703125,23:15.046875
88	35	320	1	-119.82178	-1211.9585	9.40625	4.7085147	0.0010687705	13:29.265625,21513:19.859375,23298:16.9375,8:16.3125,29545:16.25,85991:15.8046875,19123:15.5390625,4992:14.890625
89	25	320	1	-92.18652	-1200.166	2.71875	2.7643309	0.25944808	21513:28.3125,19123:25.59375,8167:22.609375,5183:20.609375,60783:18.59375,26236:18.53125,94516:18.359375,4992:17.859375
90	49	320	1	-182.8457	-1217.9854	12.46875	6.05827	7.426886e-05	264:33.625,25212:21.15625,4181:19.921875,14:17.84375,279:17.4375,39964:16.03125,94516:15.6171875,13780:14.6640625
91	74	320	1	-279.8003	-1244.9507	2.6875	9.672966	0.26168194	25212:29.734375,328:27.046875,359:24.140625,2315:20.375,16168:19.609375,94516:19.3125,39964:19.078125,66125:19.015625
92	41	320	1	-154.0332	-1221.0566	2.59375	5.1789045	0.25553244	198:28.125,2315:25.53125,318:19.625,494:17.984375,1406:17.734375,6381:17.15625,869:16.328125,1857:15.3203125
93	40	320	1	-158.96289	-1288.1787	11.109375	5.056266	0.00030256936	257:30.40625,256:19.296875,262:18.34375,406:17.703125,950:13.875,220:13.515625,285:13.15625,260:12.0625
94	47	320	1	-186.61719	-1270.9951	14.765625	5.301287	1.1778244e-05	220:32.59375,16168:17.828125,471:16.890625,835:15.1171875,348:14.484375,641:14.484375,361:14.4140625,52790:14.2109375
95	70	320	1	-278.6875	-1259.1309	8.140625	7.7332115	0.0028944288	17:30.140625,18:22.0,19:18.640625,16:17.96875,20:16.421875,22:15.7890625,24:14.3515625,21:14.2265625
96	42	320	1	-155.64355	-1241.6221	12.78125	5.195714	0.00014406472	13:30.109375,52790:17.328125,12:17.125,16168:16.46875,48296:16.03125,25:15.890625,11:15.5390625,50496:14.734375
97	53	320	1	-200.78418	-1224.6943	9.75	6.237448	0.0018597707	52790:32.4375,16168:22.6875,48296:22.375,60783:21.609375,39644:21.015625,44372:20.8125,3534:20.390625,76303:20.21875
98	39	320	1	-146.9707	-1204.7451	2.140625	4.7698216	0.7358906	279:24.28125,25:22.140625,1287:21.515625,2094:21.109375,318:19.03125,286:18.5625,2923:18.40625,5255:17.65625
99	115	320	1	-416.87305	-1241.3848	10.96875	16.996532	0.00046859018	1287:32.1875,1103:21.21875,2094:20.40625,795:19.40625,17839:19.125,2796:18.875,109599:18.21875,2816:18.09375
100	74	320	1	-280.85156	-1214.5381	4.75	8.735209	0.11169958	2094:26.21875,1083:21.46875,3018:20.75,318:19.65625,8410:19.0625,748:18.328125,14:18.046875,36634:17.546875
101	135	320	1	-460.80664	-1148.919	2.09375	18.205286	0.9648564	279:22.671875,25212:20.578125,2094:20.421875,310:19.859375,5255:18.65625,440:17.4375,1083:17.28125,39964:15.8828125
102	141	320	1	-519.71387	-1240.8936	5.015625	19.81273	0.15701239	25212:23.71875,3955:18.703125,11543:18.015625,5255:17.484375,2315:17.25,1287:16.75,869:16.421875,2094:16.09375
103	100	320	1	-376.0039	-1230.2285	0.15625	12.753142	0.85929596	318:24.609375,198:24.453125,2315:20.71875,869:20.28125,748:19.703125,5255:19.015625,2663:18.234375,1083:17.828125
104	68	320	1	-244.46289	-1211.0596	4.859375	8.737989	0.17877597	20766:24.75,8732:19.890625,265:19.125,611:18.5625,1940:18.40625,3288:17.828125,5911:17.796875,2282:17.546875
105	106	320	1	-405.40625	-1238.2812	0.34375	13.4845	1.109432	361:26.421875,8882:26.078125,2599:24.875,2564:22.875,835:22.53125,36059:21.40625,2518:20.46875,6826:19.78125
106	156	320	1	-568.7969	-1217.1348	3.15625	21.559174	0.46036422	25212:22.65625,1056:19.5,361:19.328125,220:18.078125,835:17.75,39964:15.9921875,2564:15.53125,6826:15.09375
107	141	320	1	-520.1533	-1236.3721	2.046875	18.92107	0.56470186	11:24.03125,708:21.984375,513:20.109375,5972:18.671875,2445:18.421875,361:17.671875,5601:17.546875,835:17.53125
108	157	320	1	-588.2783	-1221.5928	1.921875	20.171906	1.0163217	5951:24.53125,5255:22.609375,835:21.984375,2518:21.78125,25212:20.640625,361:20.578125,16327:19.4375,2564:19.390625
109	129	320	1	-480.43945	-1230.8887	3.546875	17.328262	0.4074306	310:24.65625,25212:21.109375,11:21.078125,14:20.25,34051:19.203125,835:18.96875,4181:18.8125,361:17.640625
110	166	320	1	-603.9375	-1250.0835	6.890625	24.029524	0.01650512	25212:25.890625,14:19.0,11:17.234375,835:17.21875,4181:16.890625,361:16.40625,17458:15.109375,5951:14.875
111	151	320	1	-585.8086	-1278.4102	4.03125	20.320086	0.16484696	11:24.984375,835:20.953125,8:19.546875,2518:19.46875,29:17.453125,361:17.03125,708:16.21875,60052:16.0625
112	130	320	1	-495.01562	-1227.2109	2.515625	15.6854515	0.47588262	835:25.75,6826:23.234375,2518:21.75,361:21.265625,5255:20.140625,7875:20.078125,321:19.15625,466:18.59375
113	169	320	1	-622.3711	-1240.8477	9.890625	23.585173	0.0027968807	25212:26.875,16168:16.984375,1056:16.953125,66125:16.296875,39964:15.703125,283:15.3515625,835:15.28125,220:15.125
114	167	320	1	-655.31836	-1286.166	2.21875	22.087942	0.43333757	8:24.234375,708:22.015625,11:18.9375,513:18.03125,615:17.953125,198:17.5,3512:17.265625,5601:16.90625
115	113	320	1	-435.70703	-1280.2812	12.7421875	14.379467	0.00031437195	198:25.96875,1411:13.2265625,471:12.5703125,318:11.7109375,11069:11.65625,1083:11.625,835:11.4609375,16168:11.3984375
116	65	320	1	-253.12793	-1255.4209	15.8125	8.294442	3.6635543e-06	257:33.28125,256:17.46875,406:16.3125,262:14.828125,950:14.6796875,260:13.109375,3696:12.671875,10628:12.6484375
117	54	320	1	-213.65234	-1257.6084	10.71875	6.107672	0.00041648894	220:29.34375,303:18.625,471:17.234375,436:16.65625,348:15.359375,733:14.734375,2250:14.53125,18:14.3046875
118	66	320	1	-260.98828	-1253.834	6.8125	7.0395603	0.0102358125	18:29.640625,17:22.828125,19:20.1875,16:19.96875,20:16.953125,21:16.65625,15:16.515625,22:16.265625
119	53	320	1	-200.89062	-1262.3008	11.4375	6.518306	0.0003181629	13:28.875,12:17.4375,3931:17.21875,11:15.15625,471:14.7421875,25:14.3828125,3692:13.9375,220:13.59375
120	67	320	1	-257.03223	-1256.1338	9.09375	8.229757	0.0019571437	3931:29.234375,82930:20.140625,15495:18.203125,51070:18.15625,19927:17.15625,129930:16.78125,997:16.546875,3692:16.140625
121	60	320	1	-229.90234	-1259.3418	10.15625	8.165401	0.0006762648	76991:29.390625,28326:19.234375,33146:17.625,322:16.859375,3032:15.640625,6646:15.4921875,63421:14.9140625,9927:14.671875
122	80	320	1	-299.08398	-1250.8438	1.71875	10.582084	0.47533792	3269:27.625,3668:25.90625,3841:22.921875,20218:19.421875,27355:18.75,10300:18.15625,1562:17.6875,12771:17.625
123	101	320	1	-362.38672	-1204.1387	0.171875	13.876723	1.1162124	2047:25.25,1146:25.078125,279:24.703125,5255:19.75,8882:18.609375,25212:18.5625,1330:18.21875,2107:18.109375
124	108	320	1	-409.2666	-1243.9463	5.28125	13.474019	0.076329075	321:27.671875,16168:22.390625,1146:22.15625,919:19.859375,3008:19.828125,594:19.34375,70617:19.015625,4139:18.75
125	133	320	1	-524.8828	-1319.2773	5.03125	17.270954	0.042668264	1245:28.671875,1146:23.640625,2047:20.171875,9785:18.265625,97050:18.140625,70617:17.8125,6491:17.453125,1246:17.078125
126	109	320	1	-415.72754	-1244.71	0.296875	13.49203	0.72538584	45127:28.125,1146:27.828125,5306:22.59375,20006:21.734375,71592:21.65625,18740:21.421875,10744:20.46875,16168:20.421875
127	77	320	1	-297.87793	-1276.0674	7.140625	9.902851	0.007902859	198:27.828125,318:20.6875,36634:17.109375,14:16.796875,25256:16.171875,4181:16.09375,303:15.890625,51070:15.4375
128	64	320	1	-243.81934	-1243.3291	0.328125	7.857025	0.68087095	257:24.234375,256:23.90625,12:14.6796875,262:14.1484375,220:13.1875,406:12.46875,471:11.359375,19:10.5859375
129	43	320	1	-166.83594	-1303.9707	12.34375	5.7411046	7.7456934e-05	220:30.53125,471:18.1875,348:15.078125,5183:14.7890625,3984:14.7109375,1510:14.2578125,318:13.84375,733:13.84375
130	63	320	1	-242.46094	-1264.874	11.421875	7.3850923	0.00035141036	19:29.453125,18:18.03125,17:17.734375,20:16.84375,16:16.25,22:15.4296875,21:14.765625,24:14.4921875
131	53	320	1	-199.47363	-1260.9053	11.28125	6.855327	0.00035766745	13:29.109375,5183:17.828125,29031:16.15625,3845:16.0,12:15.9609375,3051:15.4609375,45247:15.265625,2255:15.21875
132	66	320	1	-256.33398	-1263.7881	3.421875	8.030824	0.15079483	5183:27.890625,45247:24.46875,38754:19.453125,75515:19.078125,3301:18.703125,3931:18.53125,82930:18.109375,3984:18.015625
133	58	320	1	-220.03027	-1276.874	10.765625	7.278806	0.00032214887	1105:33.625,4886:22.859375,25:20.34375,2876:19.984375,5461:19.4375,11206:18.828125,4607:17.984375,48575:17.984375
134	72	320	1	-280.0703	-1278.7861	2.78125	9.200627	0.25175917	25:26.765625,318:23.984375,364:21.109375,198:18.828125,14:17.921875,1104:17.421875,314:17.234375,48575:16.359375
135	72	320	1	-272.66406	-1230.5078	1.65625	8.504627	1.2419765	4147:23.390625,17839:21.734375,2526:21.0,1146:20.390625,1287:20.15625,3074:20.078125,34468:19.65625,48575:19.15625
136	108	320	1	-412.89453	-1254.665	0.703125	13.902881	1.4288638	466:25.75,93472:25.046875,93225:23.875,36634:23.671875,14:23.25,2600:21.546875,1287:21.09375,2805:20.9375
137	131	320	1	-486.29688	-1214.0684	0.359375	16.449335	0.8672754	3074:26.59375,2526:26.234375,220:22.890625,34468:22.53125,13280:22.515625,799:21.203125,1331:20.15625,1146:19.015625
138	120	320	1	-438.84473	-1218.3633	2.0	15.710949	0.37677374	27522:27.625,2315:25.625,5255:20.9375,6948:18.109375,28365:17.796875,5478:17.0,100553:16.984375,26931:16.640625
139	114	320	1	-415.708	-1225.1006	2.21875	15.127332	0.78628993	17839:26.546875,1146:24.328125,11140:24.0625,1287:23.78125,1103:21.96875,90655:19.546875,198:19.109375,33120:18.765625
